Place ID,Tên quán,Vĩ độ,Kinh độ,Điểm đánh giá,Số lượng đánh giá,Đường/Thôn,Thành phố,Tỉnh/Trạng thái,Mã quốc gia,Website,Số điện thoại,Danh mục chính,Google Maps URL,Là quán ăn/uống
ChIJe7ZrSABZNDERAwTmkLYvwX4,Xôi Bánh Mỳ cô Hà,21.0504292,105.5684772,5.0,1,117 ĐT420,Hà Nội,"Thạch Thất, Hà Nội",VN,,,Nhà hàng ăn nhanh,https://www.google.com/maps/search/?api=1&query=X%C3%B4i%20B%C3%A1nh%20M%E1%BB%B3%20c%C3%B4%20H%C3%A0&query_place_id=ChIJe7ZrSABZNDERAwTmkLYvwX4,1
ChIJ7-ljSYdbNDER9BVbufCjvH4,666 BIlliards club Kim Bâu,21.0306874,105.5535589,5.0,1,,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 987 811 527,Quán bia,https://www.google.com/maps/search/?api=1&query=666%20BIlliards%20club%20Kim%20B%C3%A2u&query_place_id=ChIJ7-ljSYdbNDER9BVbufCjvH4,1
ChIJVQQONABbNDER5zMqJhovLUc,Nhà Hàng Trâu Linh Hương,21.0060924,105.5548311,5.0,1,"2H44+94C, Xóm Bung",Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng gia đình,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Tr%C3%A2u%20Linh%20H%C6%B0%C6%A1ng&query_place_id=ChIJVQQONABbNDER5zMqJhovLUc,1
ChIJBbKjylZbNDERBOZ-e80XBkg,Thanh Khải Quán,21.0122602,105.5550984,5.0,1,2H64+W25,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 973 165 909,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Thanh%20Kh%E1%BA%A3i%20Qu%C3%A1n&query_place_id=ChIJBbKjylZbNDERBOZ-e80XBkg,1
ChIJXV0yCABbNDERZNvbywoyXJI,Quán ăn đêm N-1992,21.0062322,105.5561686,5.0,1,2H44+CGV,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 983 180 222,Quán ăn nhỏ,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20%C4%91%C3%AAm%20N-1992&query_place_id=ChIJXV0yCABbNDERZNvbywoyXJI,1
ChIJXdp_LQBbNDER7w5MpSZAz2M,Bảo Trâm Quán,21.0178593,105.5484471,5.0,1,2G9X+4CM,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=B%E1%BA%A3o%20Tr%C3%A2m%20Qu%C3%A1n&query_place_id=ChIJXdp_LQBbNDER7w5MpSZAz2M,1
ChIJHUbfIbRbNDERp2YbYCgyw2o,Helios Club,21.0194174,105.5501237,5.0,1,2H92+Q25,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 389 555 158,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Helios%20Club&query_place_id=ChIJHUbfIbRbNDERp2YbYCgyw2o,1
ChIJVY8hDgBbNDERS_inf8jwqqw,Bia Thành Quán,21.0175753,105.5483179,1.0,1,2G9X+28P,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Bia%20Th%C3%A0nh%20Qu%C3%A1n&query_place_id=ChIJVY8hDgBbNDERS_inf8jwqqw,1
ChIJTaBMiohbNDERuMbl9gdi7r0,Sữa Chua Cô Hấu Hạ Long,21.0192882,105.5494989,5.0,1,Số 57 Thôn Mục,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 979 286 790,Cửa hàng kem,https://www.google.com/maps/search/?api=1&query=S%E1%BB%AFa%20Chua%20C%C3%B4%20H%E1%BA%A5u%20H%E1%BA%A1%20Long&query_place_id=ChIJTaBMiohbNDERuMbl9gdi7r0,1
ChIJwWFKMABbNDER4ECaSQ9Szw0,Quán Chè Thanh Chuyền,21.0065447,105.5549428,3.0,1,2H43+JX8,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 396 493 115,Nhà hàng ăn nhanh,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ch%C3%A8%20Thanh%20Chuy%E1%BB%81n&query_place_id=ChIJwWFKMABbNDER4ECaSQ9Szw0,1
ChIJ7dI0kaFbNDER2mITcwzDkUo,Quán Ngọc Linh,20.98641,105.527618,5.0,1,XGPH+Q37,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Nhà hàng ăn nhanh,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ng%E1%BB%8Dc%20Linh&query_place_id=ChIJ7dI0kaFbNDER2mITcwzDkUo,1
ChIJ5Y05UABbNDERy4OseR46vaE,Tiệm ăn vặt Sam Sam,20.9866074,105.5292987,5.0,1,XGPH+JPV,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 847 377 285,Quán ăn nhỏ,https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20%C4%83n%20v%E1%BA%B7t%20Sam%20Sam&query_place_id=ChIJ5Y05UABbNDERy4OseR46vaE,1
ChIJAVVfeXNbNDERpmFoMqJPxfU,Quán bia Đức Hạnh,20.9770121,105.5552298,5.0,1,"XHG4+R35, Thôn5",Hà Nội,"Phú Cát, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20bia%20%C4%90%E1%BB%A9c%20H%E1%BA%A1nh&query_place_id=ChIJAVVfeXNbNDERpmFoMqJPxfU,1
ChIJHbJGHABbNDERDyOijW9nJhY,Nhà Hàng Sáu Thân,20.9991412,105.5600812,5.0,1,Sn 22 Hà nội,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 945 836 767,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20S%C3%A1u%20Th%C3%A2n&query_place_id=ChIJHbJGHABbNDERDyOijW9nJhY,1
ChIJQ9txOFpbNDERNqvMbrOOI0w,Lẩu Ngon Bún Chả,21.0019064,105.5639112,5.0,1,,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 945 333 414,Nhà hàng,https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20Ngon%20B%C3%BAn%20Ch%E1%BA%A3&query_place_id=ChIJQ9txOFpbNDERNqvMbrOOI0w,1
ChIJnxXm-WFbNDER424-LiKZI5s,Nhà Gia Bảo,20.9922317,105.5207813,5.0,1,826 Thôn 2,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Nhà hàng bán đồ ăn mang về,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20Gia%20B%E1%BA%A3o&query_place_id=ChIJnxXm-WFbNDER424-LiKZI5s,1
ChIJZSBlJwBbNDERiweGLEeL_eE,Số nhà 42 - Xóm mới Cần Kiệm,21.0230185,105.5837437,5.0,1,2HFM+4GR,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 927 775 566,Nhà hàng hải sản,https://www.google.com/maps/search/?api=1&query=S%E1%BB%91%20nh%C3%A0%2042%20-%20X%C3%B3m%20m%E1%BB%9Bi%20C%E1%BA%A7n%20Ki%E1%BB%87m&query_place_id=ChIJZSBlJwBbNDERiweGLEeL_eE,1
ChIJmdP2YQBbNDERqUfSmieP5gc,Nhà Hàng Phúc Lâm ( tên cũ Nhà Hàng Năm Sao),21.0237025,105.5851003,5.0,1,2HFP+F2Q,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Ph%C3%BAc%20L%C3%A2m%20(%20t%C3%AAn%20c%C5%A9%20Nh%C3%A0%20H%C3%A0ng%20N%C4%83m%20Sao)&query_place_id=ChIJmdP2YQBbNDERqUfSmieP5gc,1
ChIJn1YSHwBbNDER-kZiSUWOucw,Cafe chill,21.0207872,105.583881,5.0,1,2HCM+8G2,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng Hàn Quốc,https://www.google.com/maps/search/?api=1&query=Cafe%20chill&query_place_id=ChIJn1YSHwBbNDER-kZiSUWOucw,1
ChIJFe1rohBbNDERSxo5FCCxFuA,Phở Bò Vũ Đại,21.0317514,105.5791745,4.0,1,Đường H11,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20B%C3%B2%20V%C5%A9%20%C4%90%E1%BA%A1i&query_place_id=ChIJFe1rohBbNDERSxo5FCCxFuA,1
ChIJxUXiUQBbNDERPItF2QycnLs,Nhà hàng Vườn Chim Cần Kiệm,21.0183294,105.5849884,5.0,1,đường Lưu Niệm/68 Bác Hồ,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20V%C6%B0%E1%BB%9Dn%20Chim%20C%E1%BA%A7n%20Ki%E1%BB%87m&query_place_id=ChIJxUXiUQBbNDERPItF2QycnLs,1
ChIJFcNAEgBbNDERO437Nm2aFg0,Lương Sơn Bạc,21.0167361,105.5739137,5.0,1,2H8F+MGQ,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=L%C6%B0%C6%A1ng%20S%C6%A1n%20B%E1%BA%A1c&query_place_id=ChIJFcNAEgBbNDERO437Nm2aFg0,1
ChIJcYAnogZbNDERJkcQzuafe4Q,Nhà Hàng Tuấn Hiền - Lẩu Cua Đồng - Lẩu Lươn,21.0236101,105.5850056,5.0,1,"Chân Đồi Thông, Đường Phú Đa",Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 823 331 987,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Tu%E1%BA%A5n%20Hi%E1%BB%81n%20-%20L%E1%BA%A9u%20Cua%20%C4%90%E1%BB%93ng%20-%20L%E1%BA%A9u%20L%C6%B0%C6%A1n&query_place_id=ChIJcYAnogZbNDERJkcQzuafe4Q,1
ChIJt5S-TABZNDERYN_5911YiKE,152 thị trấn liên quan thạch thất hà nội,21.0548726,105.5781819,5.0,1,3H3H+W7V,Hà Nội,"Thạch Thất, Hà Nội",VN,,,Nhà hàng ăn nhanh,https://www.google.com/maps/search/?api=1&query=152%20th%E1%BB%8B%20tr%E1%BA%A5n%20li%C3%AAn%20quan%20th%E1%BA%A1ch%20th%E1%BA%A5t%20h%C3%A0%20n%E1%BB%99i&query_place_id=ChIJt5S-TABZNDERYN_5911YiKE,1
ChIJlTAacgBbNDERz9wUAqth0Ug,Bánh Đa Cá Rô Đồng - Quỳnh Trâm,20.994493,105.5233338,5.0,1,130 cụm 1,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Nhà hàng gia đình,https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20%C4%90a%20C%C3%A1%20R%C3%B4%20%C4%90%E1%BB%93ng%20-%20Qu%E1%BB%B3nh%20Tr%C3%A2m&query_place_id=ChIJlTAacgBbNDERz9wUAqth0Ug,1
ChIJGdBaXwBbNDERP8onivVyXic,Quán bia Hưng Đại Lộ,20.9948824,105.5877207,5.0,1,Thôn Liệp Mai,Hà Nội,"Kiều Phú, Hà Nội",VN,,+84 931 892 013,Quán bia,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20bia%20H%C6%B0ng%20%C4%90%E1%BA%A1i%20L%E1%BB%99&query_place_id=ChIJGdBaXwBbNDERP8onivVyXic,1
ChIJj-8qEwBbNDERbNp_MkTpolE,Nhà Hàng Bia 666,21.0261366,105.5601249,5.0,1,"2HG6+F25, ĐT419",Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 982 888 217,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Bia%20666&query_place_id=ChIJj-8qEwBbNDERbNp_MkTpolE,1
ChIJ-RhVJABbNDERPow_0K102Yg,Hằng Nga Quán,21.0242391,105.5498546,5.0,1,2GFX+HW5,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=H%E1%BA%B1ng%20Nga%20Qu%C3%A1n&query_place_id=ChIJ-RhVJABbNDERPow_0K102Yg,1
ChIJr83PSgBbNDERXMJadMfMWlA,Cơm Tấm Bảo Uyên,21.0270298,105.5337274,5.0,1,Số 62 Phú Hữu,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 971 932 901,Quán ăn nhỏ,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20B%E1%BA%A3o%20Uy%C3%AAn&query_place_id=ChIJr83PSgBbNDERXMJadMfMWlA,1
ChIJN3VoZQBbNDERBzrE91BDlCU,Quán Choén,21.0254891,105.5357691,5.0,1,2GGP+58R,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Quán ăn nhẹ,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Cho%C3%A9n&query_place_id=ChIJN3VoZQBbNDERBzrE91BDlCU,1
ChIJ3TrMAwBbNDERbG0BJ9Ejprs,Quán bia Oanh Thư,20.9976977,105.5689778,5.0,1,XHX9+3H,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Quán bia,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20bia%20Oanh%20Th%C6%B0&query_place_id=ChIJ3TrMAwBbNDERbG0BJ9Ejprs,1
ChIJgQ_lhZNbNDERAeuyGLuZ5sQ,Bún Cây Sữa,21.0011076,105.5624413,5.0,1,,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 335 562 568,Quán mì,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20C%C3%A2y%20S%E1%BB%AFa&query_place_id=ChIJgQ_lhZNbNDERAeuyGLuZ5sQ,1
ChIJUZBYaQBbNDER50HQXk3R_1w,Quán Chè Thập Cẩm Kiều Liên,20.9926944,105.571717,5.0,1,"XHVC+3MG, Đồng Kho - Đồng Trúc",Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 866 591 328,Cửa hàng kem,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ch%C3%A8%20Th%E1%BA%ADp%20C%E1%BA%A9m%20Ki%E1%BB%81u%20Li%C3%AAn&query_place_id=ChIJUZBYaQBbNDER50HQXk3R_1w,1
ChIJv2WsU2ZbNDERECJcIkWcgY4,Coffee Sing A Song,21.0062999,105.5187455,5.0,1,175 Thôn 3,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 338 393 656,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Coffee%20Sing%20A%20Song&query_place_id=ChIJv2WsU2ZbNDERECJcIkWcgY4,1
ChIJoSjPcABbNDER2R34NSuUgMo,Nhà Hàng Phú Nhị,20.9984156,105.5553096,5.0,1,XHX3+JRM,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 356 085 008,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Ph%C3%BA%20Nh%E1%BB%8B&query_place_id=ChIJoSjPcABbNDER2R34NSuUgMo,1
ChIJo99DcwBbNDER-cyVgC8qnfM,Quán Hải Sản Trang An,21.0004481,105.5595505,5.0,1,2H25+5RJ,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng hải sản,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20H%E1%BA%A3i%20S%E1%BA%A3n%20Trang%20An&query_place_id=ChIJo99DcwBbNDER-cyVgC8qnfM,1
ChIJeZiFcgBbNDERXSutqkpwtTA,Quán ăn đêm hương lan,21.005147,105.5568713,5.0,1,2H44+3P5,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20%C4%91%C3%AAm%20h%C6%B0%C6%A1ng%20lan&query_place_id=ChIJeZiFcgBbNDERXSutqkpwtTA,1
ChIJzyoyBQBbNDER4IApKyZm6gc,Quán Cơm Hưng Thắm,20.9995848,105.5565025,5.0,1,XHX4+VHV,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Quán ăn nhỏ,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20H%C6%B0ng%20Th%E1%BA%AFm&query_place_id=ChIJzyoyBQBbNDER4IApKyZm6gc,1
ChIJM-AcYwBbNDERMqyB6en5IUY,Bánh cuốn Cao Bằng Bún chả Hà Thành,21.0059619,105.5187165,5.0,1,Số 179 cụm 4,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 376 822 660,Khu ăn uống,https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20cu%E1%BB%91n%20Cao%20B%E1%BA%B1ng%20B%C3%BAn%20ch%E1%BA%A3%20H%C3%A0%20Th%C3%A0nh&query_place_id=ChIJM-AcYwBbNDERMqyB6en5IUY,1
ChIJJ1AkBv1ZNDERluEJfeCye2c,Fancy foods,21.0533897,105.5708193,4.0,1,Đường 84,Hà Nội,"Thạch Thất, Hà Nội",VN,,+84 973 500 660,Cửa hàng kem,https://www.google.com/maps/search/?api=1&query=Fancy%20foods&query_place_id=ChIJJ1AkBv1ZNDERluEJfeCye2c,1
ChIJC0VZNParNTERzwwdkyPy2TQ,Thiên Ban Quán Bún Cá Cay,21.0224413,105.5499244,5.0,1,2GFX+2W5,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 968 860 363,Khu ăn uống,https://www.google.com/maps/search/?api=1&query=Thi%C3%AAn%20Ban%20Qu%C3%A1n%20B%C3%BAn%20C%C3%A1%20Cay&query_place_id=ChIJC0VZNParNTERzwwdkyPy2TQ,1
ChIJ7XynSwBbNDERMJbJuKkk-4I,Maika Karaoke,21.0244256,105.5498359,5.0,1,2HF2+Q2R,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 382 370 263,Quán bar karaoke,https://www.google.com/maps/search/?api=1&query=Maika%20Karaoke&query_place_id=ChIJ7XynSwBbNDERMJbJuKkk-4I,1
ChIJQb3wR0ZbNDERE2GqfSSeGNE,Karaoke Mai Mai,21.0121163,105.5552345,5.0,1,,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Quán bar karaoke,https://www.google.com/maps/search/?api=1&query=Karaoke%20Mai%20Mai&query_place_id=ChIJQb3wR0ZbNDERE2GqfSSeGNE,1
ChIJsZMkWABbNDEROjyRGT9R7Qc,Karaoke 568,21.018184,105.566889,5.0,1,2H98+6QX,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Quán bar karaoke,https://www.google.com/maps/search/?api=1&query=Karaoke%20568&query_place_id=ChIJsZMkWABbNDEROjyRGT9R7Qc,1
ChIJryQHBwBbNDERB60ttSGAEIU,Thanh Bình Coffee,20.9867065,105.5272976,5.0,1,XGPG+MWM,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Thanh%20B%C3%ACnh%20Coffee&query_place_id=ChIJryQHBwBbNDERB60ttSGAEIU,1
ChIJxRxoWA5bNDERmX-Zlw8CSig,Quang Anh,20.9822254,105.5319491,5.0,1,,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Quang%20Anh&query_place_id=ChIJxRxoWA5bNDERmX-Zlw8CSig,1
ChIJ3XYPWgBbNDERPT_ov0KMEp0,Tiệm Trà Mẹ Kem,20.987516,105.527315,5.0,1,XGQG+2W4,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Trà trân châu,https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20Tr%C3%A0%20M%E1%BA%B9%20Kem&query_place_id=ChIJ3XYPWgBbNDERPT_ov0KMEp0,1
ChIJv_PXOIpbNDERkxVK2SZCClg,Karaoke Audi,20.9866205,105.5352956,5.0,1,,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 395 374 888,Quán bar,https://www.google.com/maps/search/?api=1&query=Karaoke%20Audi&query_place_id=ChIJv_PXOIpbNDERkxVK2SZCClg,1
ChIJHRI0TsVbNDERaHouLdyH5Q4,Liso Quán Bia Cơm,20.9972813,105.5546175,2.0,1,"XHW3+WRG, D. Vực Giang",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 975 777 515,Nhà hàng Việt Nam,https://www.google.com/maps/search/?api=1&query=Liso%20Qu%C3%A1n%20Bia%20C%C6%A1m&query_place_id=ChIJHRI0TsVbNDERaHouLdyH5Q4,1
ChIJZa4cCQBbNDERk9JIxXwDrzs,Thỏ coffee & milktea,21.0141516,105.5201265,5.0,1,"2G7C+M29, QL21A",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 984 104 341,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Th%E1%BB%8F%20coffee%20%26%20milktea&query_place_id=ChIJZa4cCQBbNDERk9JIxXwDrzs,1
ChIJS7qV_mhbNDERxjkHpJlmmEU,Karaoke 686 Cafe Vườn,21.02002,105.5639351,5.0,1,Số 77 Thôn 1,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 378 708 334,Quán bar karaoke,https://www.google.com/maps/search/?api=1&query=Karaoke%20686%20Cafe%20V%C6%B0%E1%BB%9Dn&query_place_id=ChIJS7qV_mhbNDERxjkHpJlmmEU,1
ChIJKyTlewBZNDERpQP_wDAQq9A,Bún riêu cô Hằng,21.042569,105.509487,,,521 QL21A,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Quán ăn nhỏ,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20ri%C3%AAu%20c%C3%B4%20H%E1%BA%B1ng&query_place_id=ChIJKyTlewBZNDERpQP_wDAQq9A,1
ChIJTSEMVQBZNDERZWIF_s6VD2g,Thịt Chó-Thịt Mèo Gia Hưng,21.0434095,105.5074536,,,Thôn Đoàn Kết,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 357 681 998,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Th%E1%BB%8Bt%20Ch%C3%B3-Th%E1%BB%8Bt%20M%C3%A8o%20Gia%20H%C6%B0ng&query_place_id=ChIJTSEMVQBZNDERZWIF_s6VD2g,1
ChIJG11Na8lZNDER5eS7_T0ki3k,Nhà hàng vịt nướng Phú Gia,21.0338383,105.5152943,,,887 QL21A,Hà Nội,"Đoài Phương, Hà Nội",VN,,+84 973 131 112,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20v%E1%BB%8Bt%20n%C6%B0%E1%BB%9Bng%20Ph%C3%BA%20Gia&query_place_id=ChIJG11Na8lZNDER5eS7_T0ki3k,1
ChIJmS57KABZNDERJm5ava5fDBY,Phở Vũ Trâu Tươi Cơm Rang Bún Bò Huế,21.0456882,105.507463,,,409 QL21A,Hà Nội,"Đoài Phương, Hà Nội",VN,,+84 865 225 336,Cửa hàng ăn nhanh,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20V%C5%A9%20Tr%C3%A2u%20T%C6%B0%C6%A1i%20C%C6%A1m%20Rang%20B%C3%BAn%20B%C3%B2%20Hu%E1%BA%BF&query_place_id=ChIJmS57KABZNDERJm5ava5fDBY,1
ChIJ6cAhylZZNDERky2tFMODo1w,Nhà Hàng Thùy Dung,21.0451073,105.5079707,,,,Hà Nội,"Đoài Phương, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Th%C3%B9y%20Dung&query_place_id=ChIJ6cAhylZZNDERky2tFMODo1w,1
ChIJTXvpMwBZNDERB5k2udGRtuU,Abc co domg,21.0456162,105.5064292,,,2GW4+6HV,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Cửa hàng kem,https://www.google.com/maps/search/?api=1&query=Abc%20co%20domg&query_place_id=ChIJTXvpMwBZNDERB5k2udGRtuU,1
ChIJzbcc26JZNDERrF9EkOaoHeE,PHỞ BÒ CƠM RANG VŨ THẢO,21.039979,105.5115634,,,QL21/thôn Đoàn Kết,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 977 403 296,Khu ăn uống,https://www.google.com/maps/search/?api=1&query=PH%E1%BB%9E%20B%C3%92%20C%C6%A0M%20RANG%20V%C5%A8%20TH%E1%BA%A2O&query_place_id=ChIJzbcc26JZNDERrF9EkOaoHeE,1
ChIJ6cQHeQBZNDERisbvX75IR4A,Quán bia Trường Mai,21.040277,105.5106325,,,Thôn Đoàn Kết,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Khu ăn uống,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20bia%20Tr%C6%B0%E1%BB%9Dng%20Mai&query_place_id=ChIJ6cQHeQBZNDERisbvX75IR4A,1
ChIJMc2QtoBZNDER7WZO0wbsCfw,Phở Tuấn Thành,21.047297,105.5058545,,,"2GW4+W89, QL21A",Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Nhà hàng châu Á,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Tu%E1%BA%A5n%20Th%C3%A0nh&query_place_id=ChIJMc2QtoBZNDER7WZO0wbsCfw,1
ChIJIaOfAgBbNDERabLmpwFVBIY,Quán cơm sạch cô út miền tây,21.0116806,105.5188701,,,3 Phố Thạch,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Nhà hàng cơm,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20c%C6%A1m%20s%E1%BA%A1ch%20c%C3%B4%20%C3%BAt%20mi%E1%BB%81n%20t%C3%A2y&query_place_id=ChIJIaOfAgBbNDERabLmpwFVBIY,1
ChIJA2Fya8lbNDERun8DlrH6940,Hò Zô Ta Mơ Garden,21.0056485,105.518426,,,QL21,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 904 508 222,Nhà hàng,https://www.google.com/maps/search/?api=1&query=H%C3%B2%20Z%C3%B4%20Ta%20M%C6%A1%20Garden&query_place_id=ChIJA2Fya8lbNDERun8DlrH6940,1
ChIJ49KSctNbNDERccWPQfRZwvo,Vườn Bia Đồi Xanh,21.0064852,105.5221481,,,,Hà Nội,"Thạch Hòa, Hà Nội",VN,,+84 978 697 961,Nhà hàng,https://www.google.com/maps/search/?api=1&query=V%C6%B0%E1%BB%9Dn%20Bia%20%C4%90%E1%BB%93i%20Xanh&query_place_id=ChIJ49KSctNbNDERccWPQfRZwvo,1
ChIJQT87QQBbNDER7u3S8JXurQI,Thanh Xuân Quán,21.0005409,105.5204112,,,2G2C+55M,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Thanh%20Xu%C3%A2n%20Qu%C3%A1n&query_place_id=ChIJQT87QQBbNDER7u3S8JXurQI,1
ChIJ8-ETmR-tNTERZW4DhCFbxDY,Phở Gà Tuấn Hưng,21.0026374,105.5203162,,,QL21A,Hà Nội,"thạch thất, Hà Nội",VN,https://www.facebook.com/share/18cbrUQrwV/,+84 945 645 645,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20G%C3%A0%20Tu%E1%BA%A5n%20H%C6%B0ng&query_place_id=ChIJ8-ETmR-tNTERZW4DhCFbxDY,1
ChIJK_3bNQBbNDER3OvZfTLBqjc,Cơm Đăng Khôi,21.0136204,105.5188594,,,2G79+CF4,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Nhà hàng cơm,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20%C4%90%C4%83ng%20Kh%C3%B4i&query_place_id=ChIJK_3bNQBbNDER3OvZfTLBqjc,1
