"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","url","categoryName"
"Ramen Ten","3.8","41","2G69+H9Q, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 916 327 945","Nhà hàng Nhật Bản",,,,,,"https://www.google.com/maps/search/?api=1&query=Ramen%20Ten&query_place_id=ChIJ2V87OwBbNDERea7m-dwT2v0","Nhà hàng Nhật Bản"
"Five Star Hòa Lạc","4.5","4","Số 19 thôn 3","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 328 549 306","Quán gà rán mang đi",,,,,,"https://www.google.com/maps/search/?api=1&query=Five%20Star%20H%C3%B2a%20L%E1%BA%A1c&query_place_id=ChIJR1X5d7KrNTERk3xCTrsVMt0","Quán gà rán mang đi"
"Nhà Hàng 666","4.3","18","21°00'28.2""N 105°31'04.5""E","Hà Nội","Hòa Lạc, Hà Nội","VN","https://www.google.com.vn/search?tbm=isch&q=666#imgrc=L0QB86Q2T2XE5M","+84 982 283 666","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20666&query_place_id=ChIJdfZ_sV9bNDER6naCGcDXwK0","Nhà hàng"
"Bánh Cuốn Nam Kều","4.6","19","thôn 3 - xã, 35 cụm 1","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 327 103 326","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20Cu%E1%BB%91n%20Nam%20K%E1%BB%81u&query_place_id=ChIJvxWwfrlbNDERFYNGAz62eVY","Nhà hàng"
"Cơm Nguyễn Tuấn","3.3","12","214 thôn 3","Hà Nội","Hòa Lạc, Hà Nội","VN","https://www.facebook.com/canhdung.nguyen.927?mibextid=ZbWKwL","+84 983 556 183","Nhà hàng cơm",,,,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Nguy%E1%BB%85n%20Tu%E1%BA%A5n&query_place_id=ChIJQcqgwpZbNDERqdDkIT5HefE","Nhà hàng cơm"
"Nhà Hàng Phố Bia","4.7","3","2G79+7MH","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 869 663 936","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Ph%E1%BB%91%20Bia&query_place_id=ChIJfcAc3pJbNDERxMFbt9UtUZc","Nhà hàng"
"Xôi Nam","5","5","Km 15 QL21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 357 244 710","Gian hàng rong",,,,,,"https://www.google.com/maps/search/?api=1&query=X%C3%B4i%20Nam&query_place_id=ChIJKUngL8pbNDERBaQIw7-WupM","Gian hàng rong"
"Hotpot Hola","4.7","7",,"Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 918 060 322","Nhà hàng","Quán bia sân vườn",,,,,"https://www.google.com/maps/search/?api=1&query=Hotpot%20Hola&query_place_id=ChIJCehPVwBbNDERyCrqIdPI8ZE","Nhà hàng"
"Tê Tê Chicken","4","131",,"Hà Nội","Hòa Lạc, Hà Nội","VN","https://www.facebook.com/profile.php?id=61557834340814","+84 838 633 399","Quán gà rán mang đi",,,,,,"https://www.google.com/maps/search/?api=1&query=T%C3%AA%20T%C3%AA%20Chicken&query_place_id=ChIJnXn0ddZbNDERzUuRUdXk5Xc","Quán gà rán mang đi"
"Chốt Quán - Bánh Mì Patê Xá Xíu, Thịt Nướng Doner Kebab, Lạp Xưởng Xúc Xích","5","1","87 Thôn 3","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 988 581 291","Nhà hàng ăn nhanh",,,,,,"https://www.google.com/maps/search/?api=1&query=Ch%E1%BB%91t%20Qu%C3%A1n%20-%20B%C3%A1nh%20M%C3%AC%20Pat%C3%AA%20X%C3%A1%20X%C3%ADu%2C%20Th%E1%BB%8Bt%20N%C6%B0%E1%BB%9Bng%20Doner%20Kebab%2C%20L%E1%BA%A1p%20X%C6%B0%E1%BB%9Fng%20X%C3%BAc%20X%C3%ADch&query_place_id=ChIJb5HoPwBbNDERbk38AiKU5Mg","Nhà hàng ăn nhanh"
"Nhà Hàng Quỳnh Mai 999","5","2","đường 21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 388 734 958","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Qu%E1%BB%B3nh%20Mai%20999&query_place_id=ChIJuaRa-DZbNDERYIh3xj22ChA","Nhà hàng"
"Buffet xiên","5","1","2G89+FMC","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng ăn nhanh",,,,,,"https://www.google.com/maps/search/?api=1&query=Buffet%20xi%C3%AAn&query_place_id=ChIJdapUcwBbNDERz2l7T4lai4w","Nhà hàng ăn nhanh"
"Deuseyo","4.3","50","Số 88 Thôn 3","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 822 446 936","Nhà hàng Hàn Quốc",,,,,,"https://www.google.com/maps/search/?api=1&query=Deuseyo&query_place_id=ChIJi1eENgBbNDER9XP7e61RyWU","Nhà hàng Hàn Quốc"
"Ốc Bốn Mùa","4.4","7","432","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 332 406 789","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=%E1%BB%90c%20B%E1%BB%91n%20M%C3%B9a&query_place_id=ChIJy76QWABbNDERhx5LkzNXfqM","Quán ăn nhỏ"
"Bánh tráng cuốn Mai Hương","5","1","2G69+C96, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 369 254 530","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20tr%C3%A1ng%20cu%E1%BB%91n%20Mai%20H%C6%B0%C6%A1ng&query_place_id=ChIJB9mQt5NbNDERobFKp7XgQMM","Quán ăn nhỏ"
"1988 BBQ","4","127","Số 342","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 329 656 565","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=1988%20BBQ&query_place_id=ChIJKZYG_kBbNDERapsG7905qKg","Nhà hàng"
"Bánh Cuốn Sửu Bike","5","2","2G79+5JQ","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 971 272 407","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20Cu%E1%BB%91n%20S%E1%BB%ADu%20Bike&query_place_id=ChIJo-F6RgBbNDER8VD4u0F-olE","Nhà hàng"
"Chu Choa","4.1","11","62 thôn 3","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 982 424 364","Nhà hàng món nướng",,,,,,"https://www.google.com/maps/search/?api=1&query=Chu%20Choa&query_place_id=ChIJHSwPCwBbNDERKiETjf0Az4A","Nhà hàng món nướng"
"Tiệm trà Bảo An","5","1","2G69+WF3, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20tr%C3%A0%20B%E1%BA%A3o%20An&query_place_id=ChIJcQfOTgBbNDERP8Cg81U85Xs","Nhà hàng"
"Miền Trung Bún Bò Huế 2","5","3","Miền Trung Quán 2","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 989 496 007","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=Mi%E1%BB%81n%20Trung%20B%C3%BAn%20B%C3%B2%20Hu%E1%BA%BF%202&query_place_id=ChIJd4bIpvZbNDERdmE9CQLjte0","Quán mì"
"Xôi Quê","3.8","20","296 Thôn 3","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 328 541 685","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=X%C3%B4i%20Qu%C3%AA&query_place_id=ChIJjfjnGdtbNDERN5hEmIS-QWA","Quán ăn nhỏ"
"Bún Đậu Phố Xưa","5","7","Đường 21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 888 912 686","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20Ph%E1%BB%91%20X%C6%B0a&query_place_id=ChIJR2eZVyNbNDERRvr8CMD_LWQ","Nhà hàng"
"Tâm Hoa - Nướng Bbq","5","1",,"Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=T%C3%A2m%20Hoa%20-%20N%C6%B0%E1%BB%9Bng%20Bbq&query_place_id=ChIJQyrCjpRbNDERa86K8LVri0k","Nhà hàng"
"Góc Ăn Vặt","5","1",,"Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 325 450 959","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=G%C3%B3c%20%C4%82n%20V%E1%BA%B7t&query_place_id=ChIJpSMKfgNbNDERfUO6ay-dxt4","Nhà hàng"
"Nhà Hàng Hồ Sen","4.8","5","2G5F+FRH","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20H%E1%BB%93%20Sen&query_place_id=ChIJ5fGpH_hbNDEReWKBO9hIvho","Nhà hàng"
"Quán bia Ti en Ti",,,"2HCP+JRF, Đường Phú Đa","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Quán bia",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20bia%20Ti%20en%20Ti&query_place_id=ChIJA0dYawBbNDERi-TTyH_QkWY","Quán bia"
"Cơm Tấm 79","4","5","2G69+4FJ, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 879 952 398","Nhà hàng cơm",,,,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%2079&query_place_id=ChIJR0GrHwBbNDERtPkop2rUPKo","Nhà hàng cơm"
"Nhà Hàng Vua Cá","4","13","2G89+XVW, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 964 135 555","Nhà hàng món cá",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Vua%20C%C3%A1&query_place_id=ChIJhZVOZT5bNDERjdqhNWPYdSQ","Nhà hàng món cá"
"Bún Bò Huế Ngô Thúy","4.4","113","4 Đ. Hòa Lạc","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 978 339 559","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20B%C3%B2%20Hu%E1%BA%BF%20Ng%C3%B4%20Th%C3%BAy&query_place_id=ChIJSRUyoPBbNDERZ0cyVVHmDsE","Quán mì"
"Cơm Thố Anh Nguyễn Hoà Lạc","2.4","49","2G49+J7M, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN","https://comthoanhnguyen.com.vn/","+84 987 469 933","Nhà hàng cơm",,,,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Th%E1%BB%91%20Anh%20Nguy%E1%BB%85n%20Ho%C3%A0%20L%E1%BA%A1c&query_place_id=ChIJqy8rBx9bNDERlFLhCaQJXNw","Nhà hàng cơm"
"Cơm Tún","2","4","2G68+MXV","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 964 276 613","Nhà hàng cơm",,,,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%C3%BAn&query_place_id=ChIJnfWrOgBbNDERDuzMs-G3SHk","Nhà hàng cơm"
"Quán Mỳ U Hoa","3.8","6","số 44 Cụm 1","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 384 215 138","Nhà hàng Việt Nam",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20M%E1%BB%B3%20U%20Hoa&query_place_id=ChIJcUENb3pbNDERNFqmmLsZkdc","Nhà hàng Việt Nam"
"Quán cơm sạch cô út miền tây",,,"3 Phố Thạch","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng cơm",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20c%C6%A1m%20s%E1%BA%A1ch%20c%C3%B4%20%C3%BAt%20mi%E1%BB%81n%20t%C3%A2y&query_place_id=ChIJIaOfAgBbNDERabLmpwFVBIY","Nhà hàng cơm"
"Mì Cay SEOUL Thạch Hòa","3.3","29","160 Thôn 3","Hà Nội","Hòa Lạc, Hà Nội","VN","https://micayseoul.com/","+84 961 579 086","Nhà hàng Hàn Quốc",,,,,,"https://www.google.com/maps/search/?api=1&query=M%C3%AC%20Cay%20SEOUL%20Th%E1%BA%A1ch%20H%C3%B2a&query_place_id=ChIJGVWRTc9bNDERFEaO5cmd-Ls","Nhà hàng Hàn Quốc"
"Lẩu Hulk Ếch","5","2",,"Hà Nội","Hòa Lạc, Hà Nội","VN","https://www.facebook.com/profile.php?id=100086642153584&mibextid=LQQJ4d","","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20Hulk%20%E1%BA%BEch&query_place_id=ChIJa0N0vZRbNDERP-c3Ls4BykQ","Nhà hàng"
"Hoà Lạc Quán","4","24","2G59+45C","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 969 090 643","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Ho%C3%A0%20L%E1%BA%A1c%20Qu%C3%A1n&query_place_id=ChIJw0vkVwBbNDERgsd3QXtK--k","Nhà hàng"
"Vua Bún Riêu Cua_ Lẩu Ếch","4.3","7","2G69+VCF","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 976 712 092","Cửa hàng ăn nhanh",,,,,,"https://www.google.com/maps/search/?api=1&query=Vua%20B%C3%BAn%20Ri%C3%AAu%20Cua_%20L%E1%BA%A9u%20%E1%BA%BEch&query_place_id=ChIJ52STAQBbNDERlaWeOrJvdag","Cửa hàng ăn nhanh"
"Bún Cháo Kim Dung","5","2",,"Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ch%C3%A1o%20Kim%20Dung&query_place_id=ChIJsW2NAJRbNDERdqOCei2TvEM","Quán ăn nhỏ"
"Nhà Hàng Lẩu Trâu Sơn Hải","3.9","12","360, Thôn 4","Hà Nội","Hòa Lạc, Hà Nội","VN","https://www.facebook.com/thittrauSonHai","+84 948 344 388","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20L%E1%BA%A9u%20Tr%C3%A2u%20S%C6%A1n%20H%E1%BA%A3i&query_place_id=ChIJtz0AOxdbNDERtL9zzfMEF28","Nhà hàng"
"Quán Cháo Lòng Tiết Canh 371","4.7","6","QL21A/số nhà 304 thôn 4","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 978 384 305","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ch%C3%A1o%20L%C3%B2ng%20Ti%E1%BA%BFt%20Canh%20371&query_place_id=ChIJ3yDx2UlbNDERRDl1iwb-mBE","Quán ăn nhỏ"
"Chân Gà Sốt Thái Yến Nhi","5","3","Số 39 Cụm 1","Hà Nội","Hòa Lạc, Hà Nội","VN","https://www.facebook.com/share/18oFQrqDvN/","+84 334 466 083","Nhà hàng ăn nhanh",,,,,,"https://www.google.com/maps/search/?api=1&query=Ch%C3%A2n%20G%C3%A0%20S%E1%BB%91t%20Th%C3%A1i%20Y%E1%BA%BFn%20Nhi&query_place_id=ChIJTe-zPgBbNDERDQIdRrvJhRw","Nhà hàng ăn nhanh"
"Thềm Cafe","4.9","34","2HF2+43C","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 984 143 876","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Th%E1%BB%81m%20Cafe&query_place_id=ChIJg8QNYgBbNDERLEXykX7C-PE","Quán cà phê"
"Xíu Coffee&Date","4.8","43","2GGX+R3V, Unnamed","Hà Nội","Hạ Bằng, Hà Nội","VN","https://www.facebook.com/share/16RQrcvqH3/?mibextid=wwXIfr","+84 986 836 800","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=X%C3%ADu%20Coffee%26Date&query_place_id=ChIJX_BlZgBbNDERDUm1Hoks38s","Quán cà phê"
"Yihetang Hoà Lạc","4.7","130","229 Mục Uyên, 1 Hạ Bằng","Hà Nội","Hạ Bằng, Hà Nội","VN","https://www.facebook.com/share/17FMk61SjV/?mibextid=wwXIfr","+84 989 082 788","Trà trân châu",,,,,,"https://www.google.com/maps/search/?api=1&query=Yihetang%20Ho%C3%A0%20L%E1%BA%A1c&query_place_id=ChIJg_OFbQBbNDERnimNYFnBxKk","Trà trân châu"
"Tiệm trà Green Tea","5","3","Số 3 Ngõ 51 Kim Bông","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 346 463 262","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20tr%C3%A0%20Green%20Tea&query_place_id=ChIJCxmLZgBbNDERjpFM-BdjLrQ","Quán cà phê"
"Kem Xôi Huyền 8686","5","3","2HC2+R2X","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 976 324 616","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Kem%20X%C3%B4i%20Huy%E1%BB%81n%208686&query_place_id=ChIJt90QTQBbNDERFGDbdN4DxXU","Quán cà phê"
"Bia Hơi Chị Tép Quán",,,"Thôn Vân Lôi","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng gia đình",,,,,,"https://www.google.com/maps/search/?api=1&query=Bia%20H%C6%A1i%20Ch%E1%BB%8B%20T%C3%A9p%20Qu%C3%A1n&query_place_id=ChIJf76lDABbNDERCHVCmRei20I","Nhà hàng gia đình"
"Mixue Tân Xã","3.9","184","Đầu, ĐT419","Hà Nội","Hạ Bằng, Hà Nội","VN","https://www.facebook.com/mixuetanxa2022/","+84 931 311 296","Cửa hàng kem",,,,,,"https://www.google.com/maps/search/?api=1&query=Mixue%20T%C3%A2n%20X%C3%A3&query_place_id=ChIJ7UamdEZbNDERfmhGoEguBZ4","Cửa hàng kem"
"Karaoke Kov Xmen","5","2","2GFX+JX3, Unnamed","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 971 009 417","Quán bar karaoke",,,,,,"https://www.google.com/maps/search/?api=1&query=Karaoke%20Kov%20Xmen&query_place_id=ChIJm95z8yVbNDERPD9vGOwmmJg","Quán bar karaoke"
"Thiên Ban Quán Bún Cá Cay","5","1","2GFX+2W5","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 968 860 363","Khu ăn uống",,,,,,"https://www.google.com/maps/search/?api=1&query=Thi%C3%AAn%20Ban%20Qu%C3%A1n%20B%C3%BAn%20C%C3%A1%20Cay&query_place_id=ChIJC0VZNParNTERzwwdkyPy2TQ","Khu ăn uống"
"Maika Karaoke","5","1","2HF2+Q2R","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 382 370 263","Quán bar karaoke",,,,,,"https://www.google.com/maps/search/?api=1&query=Maika%20Karaoke&query_place_id=ChIJ7XynSwBbNDERMJbJuKkk-4I","Quán bar karaoke"
"Cafe Thông Đà Lạt","4","2","2GCX+VW4","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 829 396 396","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Cafe%20Th%C3%B4ng%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJm3kObABbNDERsllCwkxph_4","Quán cà phê"
"Phở Cồ Hòa Lạc","3.6","5","2G69+4CQ","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng phở",,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20C%E1%BB%93%20H%C3%B2a%20L%E1%BA%A1c&query_place_id=ChIJayLLOFpbNDERxaGb_TBbjCk","Nhà hàng phở"
"Mỳ cay Hola","3.7","11","2G79+CF4","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 945 403 868","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=M%E1%BB%B3%20cay%20Hola&query_place_id=ChIJW3aVu05bNDERFfxsKl_po70","Quán ăn nhỏ"
"Bánh Mỳ Nguyễn Việt","3","2","QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN","https://www.facebook.com/nguyenvuong28102017","+84 356 721 667","Cửa hàng sandwich",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20M%E1%BB%B3%20Nguy%E1%BB%85n%20Vi%E1%BB%87t&query_place_id=ChIJJTqH_PlbNDERV13GNagDmMc","Cửa hàng sandwich"
"Nhà Hàng Gà Ri Thanh Tuấn","4","9","QL21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 977 555 072","Nhà hàng thịt gà",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20G%C3%A0%20Ri%20Thanh%20Tu%E1%BA%A5n&query_place_id=ChIJ9Zw5WgBbNDERoMdBJYjhFFw","Nhà hàng thịt gà"
"Hẻm Nướng","3","2","Ngõ 1 Đường Cây Xăng 39","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 327 146 083","Món nướng",,,,,,"https://www.google.com/maps/search/?api=1&query=H%E1%BA%BBm%20N%C6%B0%E1%BB%9Bng&query_place_id=ChIJh8OeeLdbNDERmhfod8cQDe8","Món nướng"
"Cơm Gà RuBy","4.1","8","Số 282A cụm 4","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20G%C3%A0%20RuBy&query_place_id=ChIJdciR4vJbNDERaxg_7PcYRws","Quán ăn nhỏ"
"Cơm Đăng Khôi",,,"2G79+CF4","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng cơm",,,,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20%C4%90%C4%83ng%20Kh%C3%B4i&query_place_id=ChIJK_3bNQBbNDER3OvZfTLBqjc","Nhà hàng cơm"
"Ốc Sài Gòn","3","1","346 thôn 3","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=%E1%BB%90c%20S%C3%A0i%20G%C3%B2n&query_place_id=ChIJQ1AUcgBbNDER0Jbg6dQj3nQ","Quán ăn nhỏ"
"Bún Riêu Cua Thảo Thuận 2","4","4","2G59+VFF, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ri%C3%AAu%20Cua%20Th%E1%BA%A3o%20Thu%E1%BA%ADn%202&query_place_id=ChIJUwLbOwBbNDER4lBmCmz_Bew","Quán mì"
"Cơm Tấm Bếp Mẹ Kem",,,"2G49+P66, QL21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20B%E1%BA%BFp%20M%E1%BA%B9%20Kem&query_place_id=ChIJNxdUZwBbNDERrWkvgf7rlnQ","Quán ăn nhỏ"
"Bún riêu cua bắp bò Thu Phương","3.4","5","2G79+MH4","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20ri%C3%AAu%20cua%20b%E1%BA%AFp%20b%C3%B2%20Thu%20Ph%C6%B0%C6%A1ng&query_place_id=ChIJe9xGTxlbNDERL9ysW8HaURE","Quán mì"
"Linh Anh Quán","1","1",,"Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Linh%20Anh%20Qu%C3%A1n&query_place_id=ChIJN_PMlZRbNDERIMCHIECPt2E","Nhà hàng"
"Buffet Lẩu Nướng Thị Mỡ",,,"2G89+MQ3","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 914 181 223","Nhà hàng món nướng",,,,,,"https://www.google.com/maps/search/?api=1&query=Buffet%20L%E1%BA%A9u%20N%C6%B0%E1%BB%9Bng%20Th%E1%BB%8B%20M%E1%BB%A1&query_place_id=ChIJkxthnGRbNDERSBzzD2N1-aA","Nhà hàng món nướng"
"Bún Chả Nem Hùng Anh","3.3","36","2G69+CG8","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 342 436 528","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ch%E1%BA%A3%20Nem%20H%C3%B9ng%20Anh&query_place_id=ChIJd-eANFtbNDER3JG_m9Zhrqs","Quán ăn nhỏ"
"Phở Cồ An 2",,,"2G49+J7M, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng phở",,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20C%E1%BB%93%20An%202&query_place_id=ChIJZ04XLQBbNDERofaKGwvClCQ","Nhà hàng phở"
"Pizza Fat","3.5","55","2G69+XJJ","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng pizza",,,,,,"https://www.google.com/maps/search/?api=1&query=Pizza%20Fat&query_place_id=ChIJ5Qk3JUlbNDERTcYmf1MgwzE","Nhà hàng pizza"
"Ahiii Chicken",,,"Số 82 Thôn 3","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 962 812 212","Nhà hàng ăn nhanh",,,,,,"https://www.google.com/maps/search/?api=1&query=Ahiii%20Chicken&query_place_id=ChIJVdi8RQBbNDERodP5wk0_JSo","Nhà hàng ăn nhanh"
"Bình Yên Quán",,,"Thôn Vân Lôi","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%ACnh%20Y%C3%AAn%20Qu%C3%A1n&query_place_id=ChIJw8bZJgBbNDERbXwiqBJg3Lg","Nhà hàng"
"Bánh mỳ trà sữa bobo382","1.5","2","356 thôn 4","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 868 216 382","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20m%E1%BB%B3%20tr%C3%A0%20s%E1%BB%AFa%20bobo382&query_place_id=ChIJA5IhSh1bNDERgAYykq3i_40","Nhà hàng"
"Bún Chả Hà Nội Thủy Béo",,,"2G49+J7M, QL21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ch%E1%BA%A3%20H%C3%A0%20N%E1%BB%99i%20Th%E1%BB%A7y%20B%C3%A9o&query_place_id=ChIJD8z2fQBbNDERZi-cxwZrS7E","Quán mì"
"Quán mỳ quảng",,,"2G79+CF4","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20m%E1%BB%B3%20qu%E1%BA%A3ng&query_place_id=ChIJJWbjPgBbNDERpmsG6rR1Azk","Quán mì"
"Quán Xưa Phổ",,,,"Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20X%C6%B0a%20Ph%E1%BB%95&query_place_id=ChIJ6eKxtJRbNDERiul5sVsS23E","Nhà hàng"
