"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","url","categoryName"
"Nhà Hàng Phú Cường","4","12","XFRW+G49","Hà Nội","Yên Xuân, Hà Nội","VN",,"+84 866 946 335","Nhà hàng",,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Ph%C3%BA%20C%C6%B0%E1%BB%9Dng&query_place_id=ChIJF6qydgBdNDERCvLMWgCZoPQ","Nhà hàng"
"Hào Vịt Quán",,,"XFWP+HQM, Miễu","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,"https://www.google.com/maps/search/?api=1&query=H%C3%A0o%20V%E1%BB%8Bt%20Qu%C3%A1n&query_place_id=ChIJwxLJVwBdNDERn0BJfVHM0eo","Nhà hàng"
"Bún Cá Long Lê","3.7","3","Thôn Gò Mè","Hà Nội","Yên Xuân, Hà Nội","VN",,"","Quán mì",,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20C%C3%A1%20Long%20L%C3%AA&query_place_id=ChIJF2nsmp1dNDERbnb-EeiwbeU","Quán mì"
"Quán Bia Giang Nam","3.9","9","XFPW+Q7M","Hà Nội","Yên Xuân, Hà Nội","VN",,"","Nhà hàng",,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Bia%20Giang%20Nam&query_place_id=ChIJq6qqqjb-NDERgRNVEZ0yyoo","Nhà hàng"
"Quán Cơm Danh Ngọc",,,"XFWP+2GC","Hà Nội","Yên Xuân, Hà Nội","VN",,"","Nhà hàng cơm",,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20Danh%20Ng%E1%BB%8Dc&query_place_id=ChIJnQGsGQBdNDERgr-0whD9Xj4","Nhà hàng cơm"
"Bún Chả Sơn Hiền","3.6","10","Qua 30m Cty CP An Thinh Group - Thôn Gò Mè xã Yên Bình","Hà Nội","Yên Xuân, Hà Nội","VN",,"+84 963 893 392","Quán mì",,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ch%E1%BA%A3%20S%C6%A1n%20Hi%E1%BB%81n&query_place_id=ChIJy_k8yIxdNDERZcapPAY-gZA","Quán mì"
"Quán Cơm Lửa Việt",,,"XFVQ+VHM","Hà Nội","Yên Xuân, Hà Nội","VN",,"","Quán ăn nhỏ",,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20L%E1%BB%ADa%20Vi%E1%BB%87t&query_place_id=ChIJGY9xDQBdNDERBqb3Vk5Ogw0","Quán ăn nhỏ"
"An Linh Quán","3","2","XGQ3+PVG","Hà Nội","Yên Xuân, Hà Nội","VN",,"+84 984 097 788","Nhà hàng",,,,"https://www.google.com/maps/search/?api=1&query=An%20Linh%20Qu%C3%A1n&query_place_id=ChIJpVTNNgBbNDER5hp0t_lrHYY","Nhà hàng"
"Việt Hường Quán","1","1",,"Hà Nội","Yên Xuân, Hà Nội","VN",,"+84 914 646 028","Nhà hàng",,,,"https://www.google.com/maps/search/?api=1&query=Vi%E1%BB%87t%20H%C6%B0%E1%BB%9Dng%20Qu%C3%A1n&query_place_id=ChIJG0r-dG9dNDERq7OaGW2hnN0","Nhà hàng"
"Vườn Bia Hà Đen",,,"XFVR+M48, Miễu","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán bia sân vườn",,,,"https://www.google.com/maps/search/?api=1&query=V%C6%B0%E1%BB%9Dn%20Bia%20H%C3%A0%20%C4%90en&query_place_id=ChIJ2Zx9cQBdNDER4SS84fcFzvg","Quán bia sân vườn"
"Phượng Hoàng Quán",,,,"Hà Nội","Yên Xuân, Hà Nội","VN",,"","Nhà hàng",,,,"https://www.google.com/maps/search/?api=1&query=Ph%C6%B0%E1%BB%A3ng%20Ho%C3%A0ng%20Qu%C3%A1n&query_place_id=ChIJ17uvnA1bNDERLGa6AQZnTWc","Nhà hàng"
"Quán Lòng Ngon 668",,,,"Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 942 784 668","Quán ăn nhỏ",,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20L%C3%B2ng%20Ngon%20668&query_place_id=ChIJaawT2DxbNDERsHA4UqB1gcM","Quán ăn nhỏ"
"Giang Sơn Quán",,,"XGQ5+VCW","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán ăn nhỏ",,,,"https://www.google.com/maps/search/?api=1&query=Giang%20S%C6%A1n%20Qu%C3%A1n&query_place_id=ChIJryh9fgBbNDER8TIcL04n5VM","Quán ăn nhỏ"
"Kháng Hưng Quán",,,"XFRX+27Q, Trại Mới","Hà Nội","Yên Xuân, Hà Nội","VN",,"","Quán ăn nhỏ",,,,"https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ng%20H%C6%B0ng%20Qu%C3%A1n&query_place_id=ChIJH6_WJwBdNDERgzHcGNfFBQw","Quán ăn nhỏ"
"Bay Homestay","4.1","30","XFJQ+MV4, Trại Mới","Hà Nội","Yên Xuân, Hà Nội","VN",,"+84 866 889 199","Căn hộ nghỉ dưỡng cho thuê",,,,"https://www.google.com/maps/search/?api=1&query=Bay%20Homestay&query_place_id=ChIJPYQEjXRdNDERvXhVLxZg0Dc","Căn hộ nghỉ dưỡng cho thuê"
"Nhà Hàng Mạnh Hưng","5","1","XGQP+PRC","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 398 813 145","Quán ăn nhỏ",,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20M%E1%BA%A1nh%20H%C6%B0ng&query_place_id=ChIJ46rUaQBbNDERBusOU91ToRU","Quán ăn nhỏ"
"Cơm Xe Tải Hồng Hải","4.7","7","XGQR+V2G","Hà Nội","Hòa Lạc, Hà Nội","VN","https://www.facebook.com/share/6cLYftndAFGn5QxG/?mibextid=LQQJ4d","+84 977 815 171","Nhà hàng cơm",,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Xe%20T%E1%BA%A3i%20H%E1%BB%93ng%20H%E1%BA%A3i&query_place_id=ChIJSR94RQBbNDERv8vxNfPuG84","Nhà hàng cơm"
"Nguyên Đăng Quán","4.2","13","XGPP+XHH","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 973 476 322","Nhà hàng",,,,"https://www.google.com/maps/search/?api=1&query=Nguy%C3%AAn%20%C4%90%C4%83ng%20Qu%C3%A1n&query_place_id=ChIJMbTuErpUNDERn_YpZunfXeQ","Nhà hàng"
"Quán Cây Sung","4.3","7",,"Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 976 585 726","Quán bia",,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C3%A2y%20Sung&query_place_id=ChIJu5AavnFbNDER7JhoS9GO-oo","Quán bia"
"Phở Ngân Ninh","4.7","14","XGMG+CG4","Hà Nội","Yên Xuân, Hà Nội","VN",,"+84 962 365 366","Nhà hàng phở",,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Ng%C3%A2n%20Ninh&query_place_id=ChIJ_Rg9uHdbNDERKPqMMYK01UE","Nhà hàng phở"
"Nhà Hàng Phú Vinh","4.3","27","XGPJ+7VM","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 369 843 198","Nhà hàng",,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Ph%C3%BA%20Vinh&query_place_id=ChIJS5m0LwlbNDERZ02OmeaOUn8","Nhà hàng"
"Patê Yến - Thịt nướng, bánh mì pate","5","2","XGPJ+JWH","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Cửa hàng sandwich",,,,"https://www.google.com/maps/search/?api=1&query=Pat%C3%AA%20Y%E1%BA%BFn%20-%20Th%E1%BB%8Bt%20n%C6%B0%E1%BB%9Bng%2C%20b%C3%A1nh%20m%C3%AC%20pate&query_place_id=ChIJrYhebQBbNDERXvV3f8mYcy8","Cửa hàng sandwich"
"Vịt Quay Văn Việt","4.5","2","Đường đôi tđc bắc phú cát","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 946 780 712","Gian hàng rong",,,,"https://www.google.com/maps/search/?api=1&query=V%E1%BB%8Bt%20Quay%20V%C4%83n%20Vi%E1%BB%87t&query_place_id=ChIJlacZVOJbNDERmK2W13fIRjs","Gian hàng rong"
"Nga Toản","3.7","29","XGPJ+QG8","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 378 387 368","Nhà hàng phở",,,,"https://www.google.com/maps/search/?api=1&query=Nga%20To%E1%BA%A3n&query_place_id=ChIJJxydaJ9bNDERcuQU3mlteLo","Nhà hàng phở"
"Cơm Thanh","4","1","XGXM+4CJ","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán ăn nhỏ",,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Thanh&query_place_id=ChIJ94ZbYgBbNDERmECARjOnCYw","Quán ăn nhỏ"
"Quán Tuấn Ốc",,,"Cầu vượt Phú Cát","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 988 265 849","Quán ăn nhỏ",,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Tu%E1%BA%A5n%20%E1%BB%90c&query_place_id=ChIJWTD06J9bNDERyyzkaT4M9EU","Quán ăn nhỏ"
"Duy Nhất Phở bò Bún Bò Huế",,,"Chân, Cầu vượt Phú Cát CT03","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 961 494 688","Nhà hàng ăn nhanh","Điểm phát chẩn đồ ăn",,,"https://www.google.com/maps/search/?api=1&query=Duy%20Nh%E1%BA%A5t%20Ph%E1%BB%9F%20b%C3%B2%20B%C3%BAn%20B%C3%B2%20Hu%E1%BA%BF&query_place_id=ChIJ78XebABbNDERvVHK97cYnEY","Nhà hàng ăn nhanh"
"T-One Quán","3.4","7","XGQP+58G, Cầu vượt công nghệ cao","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 904 684 777","Quán bia",,,,"https://www.google.com/maps/search/?api=1&query=T-One%20Qu%C3%A1n&query_place_id=ChIJsyin1QdbNDERYKcawkOozy0","Quán bia"
"Lẩu Nam Khánh","4.8","4","QL21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 972 813 195","Quán ăn nhỏ",,,,"https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20Nam%20Kh%C3%A1nh&query_place_id=ChIJH-VfP4xbNDERi5rrZkiN-wc","Quán ăn nhỏ"
"Nhà Hàng Vua Cá","4","13","2G89+XVW, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 964 135 555","Nhà hàng món cá",,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Vua%20C%C3%A1&query_place_id=ChIJhZVOZT5bNDERjdqhNWPYdSQ","Nhà hàng món cá"
"Bún Bò Huế Ngô Thúy","4.4","113","4 Đ. Hòa Lạc","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 978 339 559","Quán mì",,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20B%C3%B2%20Hu%E1%BA%BF%20Ng%C3%B4%20Th%C3%BAy&query_place_id=ChIJSRUyoPBbNDERZ0cyVVHmDsE","Quán mì"
"Buffet xiên","5","1","2G89+FMC","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng ăn nhanh",,,,"https://www.google.com/maps/search/?api=1&query=Buffet%20xi%C3%AAn&query_place_id=ChIJdapUcwBbNDERz2l7T4lai4w","Nhà hàng ăn nhanh"
"Quán Ốc Đê - Hoà Lạc","5","1","278 QL21","Hà Nội","Hòa Lạc, Hà Nội","VN","https://www.facebook.com/share/1BbjH6KMd5/?mibextid=wwXIfr","+84 387 284 343","Cửa hàng tạp phẩm","Quán ăn nhẹ",,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%E1%BB%90c%20%C4%90%C3%AA%20-%20Ho%C3%A0%20L%E1%BA%A1c&query_place_id=ChIJ0XiOOQBbNDERr4myLpepZq8","Cửa hàng tạp phẩm"
"Ẩm Thực Thái Linh Gà Cá","4","55","Số 189 QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN","https://amthucthailinh.com/","+84 913 862 212","Nhà hàng","Quán bia sân vườn","Nhà hàng món lẩu",,"https://www.google.com/maps/search/?api=1&query=%E1%BA%A8m%20Th%E1%BB%B1c%20Th%C3%A1i%20Linh%20G%C3%A0%20C%C3%A1&query_place_id=ChIJteoiDOlbNDERuPJg6VauBKw","Nhà hàng"
"Phở Hà Thành Phố Cổ","5","4","2GG9+JMH","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng phở",,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20H%C3%A0%20Th%C3%A0nh%20Ph%E1%BB%91%20C%E1%BB%95&query_place_id=ChIJ3Q082yNbNDERFLq40PAWrt4","Nhà hàng phở"
"Nhà Hàng 379 Minh Nga 1","3.8","558","QL21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 984 421 379","Nhà hàng Việt Nam",,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20379%20Minh%20Nga%201&query_place_id=ChIJ199ww-tbNDERrDQxEa4TSaY","Nhà hàng Việt Nam"
"Nhà hàng Song Phúc","4.8","4","2GFF+JR5","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng gia đình",,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20Song%20Ph%C3%BAc&query_place_id=ChIJETobhdpbNDER75mzV03arao","Nhà hàng gia đình"
"Dê Ngon Nguyễn Gia","4.5","6","2GFC+G2H, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,"https://www.google.com/maps/search/?api=1&query=D%C3%AA%20Ngon%20Nguy%E1%BB%85n%20Gia&query_place_id=ChIJ4wYOKABbNDERgY5raGgM_EE","Nhà hàng"
"Nhà hàng Thuỷ Tiên","4","1","125 Đ. Hòa Lạc","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 977 261 393","Nhà hàng gia đình",,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20Thu%E1%BB%B7%20Ti%C3%AAn&query_place_id=ChIJgRvYGwBbNDERzWED95EdIMM","Nhà hàng gia đình"
"1988 BBQ","4","127","Số 342","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 329 656 565","Nhà hàng",,,,"https://www.google.com/maps/search/?api=1&query=1988%20BBQ&query_place_id=ChIJKZYG_kBbNDERapsG7905qKg","Nhà hàng"
"Bún Đậu Phố Xưa","5","7","Đường 21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 888 912 686","Nhà hàng",,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20Ph%E1%BB%91%20X%C6%B0a&query_place_id=ChIJR2eZVyNbNDERRvr8CMD_LWQ","Nhà hàng"
"Bún Bảy Cường","4.7","11","2GH9+P25, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng chuyên phục vụ bữa sáng",,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20B%E1%BA%A3y%20C%C6%B0%E1%BB%9Dng&query_place_id=ChIJ7UDKZABbNDERAkwqWIIAz0k","Nhà hàng chuyên phục vụ bữa sáng"
"Bún Chả Năm Hoài","4.3","72","Số 221 thôn 4","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 969 828 386","Quán mì",,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ch%E1%BA%A3%20N%C4%83m%20Ho%C3%A0i&query_place_id=ChIJ5xkVxPFbNDERSXhXMftf7PY","Quán mì"
"Nhà Hàng Trâu Tươi 2HS","3.9","23","QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 912 365 255","Nhà hàng",,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Tr%C3%A2u%20T%C6%B0%C6%A1i%202HS&query_place_id=ChIJK2AAP5dbNDERsQ-PtvW4jpY","Nhà hàng"
"Ốc Bốn Mùa","4.4","7","432","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 332 406 789","Quán ăn nhỏ",,,,"https://www.google.com/maps/search/?api=1&query=%E1%BB%90c%20B%E1%BB%91n%20M%C3%B9a&query_place_id=ChIJy76QWABbNDERhx5LkzNXfqM","Quán ăn nhỏ"
"Bia Hơi Vỹ Béo","4.7","3","2GH9+97C","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 349 590 407","Nhà hàng","Quán bia sân vườn",,,"https://www.google.com/maps/search/?api=1&query=Bia%20H%C6%A1i%20V%E1%BB%B9%20B%C3%A9o&query_place_id=ChIJk1qMIABbNDERTtajM7X0CX8","Nhà hàng"
"Phở Bò Cơm Rang Meo Meo 975","4.3","17","Số 296, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 981 890 636","Nhà hàng phở","Quán mì",,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20B%C3%B2%20C%C6%A1m%20Rang%20Meo%20Meo%20975&query_place_id=ChIJXyi3PfVbNDERsSslPx1ozGI","Nhà hàng phở"
"Nhà",,,"2GF7+X2","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0&query_place_id=ChIJX1bdEQBbNDERrlrPGcpPFF4","Nhà hàng"
"Nhà Hàng Bia Thu Hà","5","4","ĐT420","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 968 708 851","Quán bia",,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Bia%20Thu%20H%C3%A0&query_place_id=ChIJ1ZtGeQBbNDERnFZI7s3SQ94","Quán bia"
"Phở Cồ Nam Định","4.8","4","2GPW+28P","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng phở",,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20C%E1%BB%93%20Nam%20%C4%90%E1%BB%8Bnh&query_place_id=ChIJY2pEPwBbNDER4xiTjHwKoBk","Nhà hàng phở"
"Bia Chó Xuân Dưỡng","5","1","2GHW+GF5","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 962 533 222","Nhà hàng gia đình",,,,"https://www.google.com/maps/search/?api=1&query=Bia%20Ch%C3%B3%20Xu%C3%A2n%20D%C6%B0%E1%BB%A1ng&query_place_id=ChIJ_XO2KABbNDERd9JXHRZW7Mo","Nhà hàng gia đình"
"Bình Yên Quán",,,"Thôn Vân Lôi","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,"https://www.google.com/maps/search/?api=1&query=B%C3%ACnh%20Y%C3%AAn%20Qu%C3%A1n&query_place_id=ChIJw8bZJgBbNDERbXwiqBJg3Lg","Nhà hàng"
"Bia Hơi Chị Tép Quán",,,"Thôn Vân Lôi","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng gia đình",,,,"https://www.google.com/maps/search/?api=1&query=Bia%20H%C6%A1i%20Ch%E1%BB%8B%20T%C3%A9p%20Qu%C3%A1n&query_place_id=ChIJf76lDABbNDERCHVCmRei20I","Nhà hàng gia đình"
"Hola Cafe","5","2","2GJP+MQX, 26, Tỉnh Lộ 84, Xã Kim Quan","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán cà phê",,,,"https://www.google.com/maps/search/?api=1&query=Hola%20Cafe&query_place_id=ChIJUTlJTgBbNDERJoepwXKoWII","Quán cà phê"
"Cafe New Star","5","1","Thôn Bình Yên, Xã","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 972 575 128","Quán cà phê",,,,"https://www.google.com/maps/search/?api=1&query=Cafe%20New%20Star&query_place_id=ChIJ_5OMsX9ZNDERgRZE190wNrs","Quán cà phê"
"Cơm Chị Tép",,,"Ngã 3 Thôn Vân Lôi","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng cơm",,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Ch%E1%BB%8B%20T%C3%A9p&query_place_id=ChIJ-cKhNABbNDERmEzYlp3eo4I","Nhà hàng cơm"
"Quán ăn vặt 247","4.7","3","2G7F+VQ5","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Cửa hàng ăn nhanh",,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20v%E1%BA%B7t%20247&query_place_id=ChIJcYfwJQBbNDERwQ2xC1GB08o","Cửa hàng ăn nhanh"
"Nhà Hàng Lẩu Trâu Sơn Hải","3.9","12","360, Thôn 4","Hà Nội","Hòa Lạc, Hà Nội","VN","https://www.facebook.com/thittrauSonHai","+84 948 344 388","Nhà hàng",,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20L%E1%BA%A9u%20Tr%C3%A2u%20S%C6%A1n%20H%E1%BA%A3i&query_place_id=ChIJtz0AOxdbNDERtL9zzfMEF28","Nhà hàng"
"Bánh Cuốn Thanh Đức","4.1","20","2GGC+622, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 344 384 683","Quán mì",,,,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20Cu%E1%BB%91n%20Thanh%20%C4%90%E1%BB%A9c&query_place_id=ChIJ_1gtuJJbNDERjpgld2bv5T0","Quán mì"
"Bún chả 194","3.4","5","2GCC+W47","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán ăn nhẹ",,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20ch%E1%BA%A3%20194&query_place_id=ChIJQVLiUcxbNDERbUNFKRSA3FY","Quán ăn nhẹ"
"Quán Cháo Lòng Tiết Canh 371","4.7","6","QL21A/số nhà 304 thôn 4","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 978 384 305","Quán ăn nhỏ",,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ch%C3%A1o%20L%C3%B2ng%20Ti%E1%BA%BFt%20Canh%20371&query_place_id=ChIJ3yDx2UlbNDERRDl1iwb-mBE","Quán ăn nhỏ"
"Quán bia hơi Đông Mạnh","1","1","31 ĐT420","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 972 246 269","Quán bia",,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20bia%20h%C6%A1i%20%C4%90%C3%B4ng%20M%E1%BA%A1nh&query_place_id=ChIJgSZdTwBbNDERC9vYgwsp0Jc","Quán bia"
"Bún Đậu Mắm Tôm - Thương Béo","4","8","989 QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 964 377 868","Nhà hàng gia đình",,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20M%E1%BA%AFm%20T%C3%B4m%20-%20Th%C6%B0%C6%A1ng%20B%C3%A9o&query_place_id=ChIJEwR-SwBbNDERZLB5hKSDJLk","Nhà hàng gia đình"
"Bún Phở Tuyết Minh",,,"Số 1 Ngã ba","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán mì",,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ph%E1%BB%9F%20Tuy%E1%BA%BFt%20Minh&query_place_id=ChIJbT6oVgBbNDERn6Mwhf-ft8k","Quán mì"
"Bún Bò Huế Tú Anh","3.3","7","2GGF+43C","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán mì",,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20B%C3%B2%20Hu%E1%BA%BF%20T%C3%BA%20Anh&query_place_id=ChIJAYJuCQBbNDERQZ5DnJk7q8E","Quán mì"
"Cơm Huệ",,,"2G9C+QFJ","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng cơm",,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Hu%E1%BB%87&query_place_id=ChIJDTsHfj5bNDERcJ_TNQ-XW6M","Nhà hàng cơm"
"Nhà May Minh Tư",,,,"Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20May%20Minh%20T%C6%B0&query_place_id=ChIJHcePGuZbNDERN6LcxqNBgkU","Nhà hàng"
"Buffet Lẩu Nướng Thị Mỡ",,,"2G89+MQ3","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 914 181 223","Nhà hàng món nướng",,,,"https://www.google.com/maps/search/?api=1&query=Buffet%20L%E1%BA%A9u%20N%C6%B0%E1%BB%9Bng%20Th%E1%BB%8B%20M%E1%BB%A1&query_place_id=ChIJkxthnGRbNDERSBzzD2N1-aA","Nhà hàng món nướng"
"Cháo Dinh Dưỡng Chung Phú","3.7","3","2GG9+8WQ, QL21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 329 885 055","Nhà hàng cháo",,,,"https://www.google.com/maps/search/?api=1&query=Ch%C3%A1o%20Dinh%20D%C6%B0%E1%BB%A1ng%20Chung%20Ph%C3%BA&query_place_id=ChIJLxWwxsdbNDER-mfzuENgsww","Nhà hàng cháo"
"Bánh mỳ trà sữa bobo382","1.5","2","356 thôn 4","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 868 216 382","Nhà hàng",,,,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20m%E1%BB%B3%20tr%C3%A0%20s%E1%BB%AFa%20bobo382&query_place_id=ChIJA5IhSh1bNDERgAYykq3i_40","Nhà hàng"
"Phở cồ Việt Hùng","1.3","3","2GH9+97C","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng phở",,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20c%E1%BB%93%20Vi%E1%BB%87t%20H%C3%B9ng&query_place_id=ChIJfzfIEgBbNDERp4_HCde6S-Y","Nhà hàng phở"
"Quán Xưa Phổ",,,,"Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20X%C6%B0a%20Ph%E1%BB%95&query_place_id=ChIJ6eKxtJRbNDERiul5sVsS23E","Nhà hàng"
"Tiger Tea 1998",,,"402 thôn 4","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng ăn nhanh",,,,"https://www.google.com/maps/search/?api=1&query=Tiger%20Tea%201998&query_place_id=ChIJvyQAYwBbNDERgKmvDPLeBTI","Nhà hàng ăn nhanh"
"Thanh Mộc Quán",,,,"Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,"https://www.google.com/maps/search/?api=1&query=Thanh%20M%E1%BB%99c%20Qu%C3%A1n&query_place_id=ChIJTaN9A-lbNDERET9DsBluG1w","Nhà hàng"
"Quán Vân Ốc",,,,"Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20V%C3%A2n%20%E1%BB%90c&query_place_id=ChIJxzH2HOlbNDERbDbGOfFpTcg","Nhà hàng"
"Phở Bò Hữu Nghĩa","4.1","38","2F77+9Q5","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng phở",,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20B%C3%B2%20H%E1%BB%AFu%20Ngh%C4%A9a&query_place_id=ChIJ21WpJh9dNDERn44jE132eQw","Nhà hàng phở"
