Place ID,Tên quán,Tên món ăn,Giá (VNĐ),Đơn vị,Mô tả
ChIJv_PXOIpbNDERkxVK2SZCClg,Karaoke Audi,Khô mực nướng cồn,190000,con,Mực khô Vân Đồn nướng cồn xé tay
ChIJv_PXOIpbNDERkxVK2SZCClg,Karaoke Audi,Thịt bò khô xé sợi vắt chanh,75000,đĩa,Bò khô sợi cay cay ngọt ngọt
ChIJv_PXOIpbNDERkxVK2SZCClg,Karaoke Audi,Khoai tây chiên lắc phô mai,50000,đĩa,Khoai tây chiên giòn tan phủ bột phô mai
ChIJv_PXOIpbNDERkxVK2SZCClg,Karaoke Audi,Hạt hướng dương sạch,20000,đĩa,Hạt hướng dương rang thơm
ChIJv_PXOIpbNDERkxVK2SZCClg,Karaoke Audi,Bia Heineken lon,28000,lon,Bia ngoại ướp lạnh sẵn
ChIJv_PXOIpbNDERkxVK2SZCClg,Karaoke Audi,Bia Hà Nội lon,21000,lon,Bia nội truyền thống
ChIJv_PXOIpbNDERkxVK2SZCClg,Karaoke Audi,Nước ngọt Coca-Cola / Sting,15000,lon,Nước ngọt các loại phục vụ lạnh
ChIJHRI0TsVbNDERaHouLdyH5Q4,Liso Quán Bia Cơm,Cơm rang dưa bò,45000,đĩa,Cơm rang hạt giòn tơi xào cùng cải dưa chua và thịt bò tươi mềm
ChIJHRI0TsVbNDERaHouLdyH5Q4,Liso Quán Bia Cơm,Cơm rang thập cẩm giòn,40000,đĩa,Cơm rang lạp xưởng ngô ngọt đậu hà lan rưới trứng vàng
ChIJHRI0TsVbNDERaHouLdyH5Q4,Liso Quán Bia Cơm,Cơm thố xá xíu nóng hổi,38000,thố,"Cơm nấu niêu thố đất tạo lớp cháy giòn nhẹ, phủ thịt xá xíu đậm sốt"
ChIJHRI0TsVbNDERaHouLdyH5Q4,Liso Quán Bia Cơm,Suất cơm bình dân tự chọn (3 món mặn + rau),27000,suất,Cơm suất bình dân đầy đặn sạch sẽ cho sinh viên và người đi làm
ChIJHRI0TsVbNDERaHouLdyH5Q4,Liso Quán Bia Cơm,Cơm tấm sườn bì chả Sài Gòn,38000,đĩa,Cơm tấm ăn kèm sườn nướng mặn ngọt chả trứng bì heo thính và nước mắm chua cay
ChIJZa4cCQBbNDERk9JIxXwDrzs,Thỏ coffee & milktea,Cà phê đen đá pha phin,22000,ly,Cà phê đen truyền thống đậm đà
ChIJZa4cCQBbNDERk9JIxXwDrzs,Thỏ coffee & milktea,Cà phê sữa đá,25000,ly,Cà phê sữa pha phin béo ngậy
ChIJZa4cCQBbNDERk9JIxXwDrzs,Thỏ coffee & milktea,Bạc xỉu cốt dừa,30000,ly,Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê
ChIJZa4cCQBbNDERk9JIxXwDrzs,Thỏ coffee & milktea,Trà đào cam sả,35000,ly,Trà đào thơm mát kết hợp lát đào cam tươi sả thơm
ChIJZa4cCQBbNDERk9JIxXwDrzs,Thỏ coffee & milktea,Trà sữa trân châu truyền thống,35000,ly,Trà sữa đậm trà kèm trân châu đen dai giòn
ChIJZa4cCQBbNDERk9JIxXwDrzs,Thỏ coffee & milktea,Sinh tố bơ sáp,33000,ly,Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo
ChIJZa4cCQBbNDERk9JIxXwDrzs,Thỏ coffee & milktea,Nước ép cam nguyên chất,27000,ly,Ép cam sành tự nhiên nhiều vitamin C
ChIJS7qV_mhbNDERxjkHpJlmmEU,Karaoke 686 Cafe Vườn,"Đĩa hoa quả thập cẩm lớn (Dưa hấu, ổi, xoài, nho)",130000,đĩa,Hoa quả tươi ngon cắt lát đẹp mắt
ChIJS7qV_mhbNDERxjkHpJlmmEU,Karaoke 686 Cafe Vườn,Khô mực nướng cồn,190000,con,Mực khô Vân Đồn nướng cồn xé tay
ChIJS7qV_mhbNDERxjkHpJlmmEU,Karaoke 686 Cafe Vườn,Thịt bò khô xé sợi vắt chanh,80000,đĩa,Bò khô sợi cay cay ngọt ngọt
ChIJS7qV_mhbNDERxjkHpJlmmEU,Karaoke 686 Cafe Vườn,Khoai tây chiên lắc phô mai,43000,đĩa,Khoai tây chiên giòn tan phủ bột phô mai
ChIJS7qV_mhbNDERxjkHpJlmmEU,Karaoke 686 Cafe Vườn,Hạt hướng dương sạch,20000,đĩa,Hạt hướng dương rang thơm
ChIJS7qV_mhbNDERxjkHpJlmmEU,Karaoke 686 Cafe Vườn,Bia Heineken lon,25000,lon,Bia ngoại ướp lạnh sẵn
ChIJS7qV_mhbNDERxjkHpJlmmEU,Karaoke 686 Cafe Vườn,Bia Hà Nội lon,15000,lon,Bia nội truyền thống
ChIJS7qV_mhbNDERxjkHpJlmmEU,Karaoke 686 Cafe Vườn,Nước ngọt Coca-Cola / Sting,12000,lon,Nước ngọt các loại phục vụ lạnh
ChIJKyTlewBZNDERpQP_wDAQq9A,Bún riêu cô Hằng,Bún cá cay Hải Phòng giòn rụm,35000,bát,"Cá chiên giòn, chả cá thu thơm ngon nước dùng dọc mùng chua cay"
ChIJKyTlewBZNDERpQP_wDAQq9A,Bún riêu cô Hằng,Bún riêu cua bắp bò giò tai,35000,bát,"Bún nước với riêu cua đồng xịn kèm bắp bò tươi, giò tai heo sần sật"
ChIJKyTlewBZNDERpQP_wDAQq9A,Bún riêu cô Hằng,Bún sườn mọc dọc mùng hành hoa,35000,bát,Bún sườn non mềm nhừ kèm mọc thịt giòn dẻo
ChIJKyTlewBZNDERpQP_wDAQq9A,Bún riêu cô Hằng,Trà đá mát lạnh,5000,cốc,Trà đá mát uống kèm bún nóng
ChIJTSEMVQBZNDERZWIF_s6VD2g,Thịt Chó-Thịt Mèo Gia Hưng,Cá kho tộ miền Tây đậm vị,87000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJTSEMVQBZNDERZWIF_s6VD2g,Thịt Chó-Thịt Mèo Gia Hưng,Thịt ba chỉ rang cháy cạnh,77000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJTSEMVQBZNDERZWIF_s6VD2g,Thịt Chó-Thịt Mèo Gia Hưng,Sườn non xào chua ngọt,82000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJTSEMVQBZNDERZWIF_s6VD2g,Thịt Chó-Thịt Mèo Gia Hưng,Rau muống luộc dầm sấu / xào tỏi,33000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJTSEMVQBZNDERZWIF_s6VD2g,Thịt Chó-Thịt Mèo Gia Hưng,Canh riêu cua đồng cà pháo,50000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJTSEMVQBZNDERZWIF_s6VD2g,Thịt Chó-Thịt Mèo Gia Hưng,Cơm trắng gạo tám thơm,12000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJG11Na8lZNDER5eS7_T0ki3k,Nhà hàng vịt nướng Phú Gia,Lẩu cua đồng sườn sụn bắp bò,360000,nồi,"Nồi lẩu riêu cua đồng nguyên chất siêu nhiều gạch, kèm bắp bò sườn sụn"
ChIJG11Na8lZNDER5eS7_T0ki3k,Nhà hàng vịt nướng Phú Gia,Lẩu Thái hải sản chua cay,419000,nồi,"Nước lẩu Tomyum chua cay nhúng tôm, mực, ngao, nấm"
ChIJG11Na8lZNDER5eS7_T0ki3k,Nhà hàng vịt nướng Phú Gia,Set nướng BBQ thập cẩm bò ba chỉ,289000,set,"Bắp bò, ba chỉ heo cuộn nấm kim châm tẩm sốt BBQ nướng xèo xèo"
ChIJG11Na8lZNDER5eS7_T0ki3k,Nhà hàng vịt nướng Phú Gia,Ba chỉ bò Mỹ nhúng thêm,85000,đĩa,Thịt ba chỉ bò Mỹ thái mỏng cuốn nấm
ChIJG11Na8lZNDER5eS7_T0ki3k,Nhà hàng vịt nướng Phú Gia,Sườn sụn non heo thêm,70000,đĩa,Sườn non giòn sần sật nhúng lẩu
ChIJG11Na8lZNDER5eS7_T0ki3k,Nhà hàng vịt nướng Phú Gia,Rau nấm tổng hợp nhúng lẩu,27000,đĩa,"Nấm kim châm, cải thảo, rau muống tươi"
ChIJmS57KABZNDERJm5ava5fDBY,Phở Vũ Trâu Tươi Cơm Rang Bún Bò Huế,"Bún bò Huế đầy đủ (Thịt bò, chả cua, tiết, mọc)",45000,bát,"Bún bò Huế chuẩn vị nước dùng thơm mùi sả, ruốc heo"
ChIJmS57KABZNDERJm5ava5fDBY,Phở Vũ Trâu Tươi Cơm Rang Bún Bò Huế,Bún bò Huế đặc biệt (Thêm giò heo),45000,bát,Bún bò Huế tô lớn thêm chân giò heo béo ngậy
ChIJmS57KABZNDERJm5ava5fDBY,Phở Vũ Trâu Tươi Cơm Rang Bún Bò Huế,Bún bò Huế tái chín,40000,bát,Bún bò với thịt bò tái chần và nạm bò chín
ChIJmS57KABZNDERJm5ava5fDBY,Phở Vũ Trâu Tươi Cơm Rang Bún Bò Huế,Quẩy nóng,5000,chiếc,Quẩy giòn ăn kèm bún bò
ChIJmS57KABZNDERJm5ava5fDBY,Phở Vũ Trâu Tươi Cơm Rang Bún Bò Huế,Giò tai heo thêm,7000,chiếc,Giò tai giòn sần sật gọi thêm
ChIJmS57KABZNDERJm5ava5fDBY,Phở Vũ Trâu Tươi Cơm Rang Bún Bò Huế,Trà đá,2000,cốc,Trà đá mát lạnh giải nhiệt
ChIJ6cAhylZZNDERky2tFMODo1w,Nhà Hàng Thùy Dung,Cá kho tộ miền Tây đậm vị,87000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJ6cAhylZZNDERky2tFMODo1w,Nhà Hàng Thùy Dung,Thịt ba chỉ rang cháy cạnh,70000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJ6cAhylZZNDERky2tFMODo1w,Nhà Hàng Thùy Dung,Sườn non xào chua ngọt,78000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJ6cAhylZZNDERky2tFMODo1w,Nhà Hàng Thùy Dung,Rau muống luộc dầm sấu / xào tỏi,33000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJ6cAhylZZNDERky2tFMODo1w,Nhà Hàng Thùy Dung,Canh riêu cua đồng cà pháo,43000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJ6cAhylZZNDERky2tFMODo1w,Nhà Hàng Thùy Dung,Cơm trắng gạo tám thơm,15000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJTXvpMwBZNDERB5k2udGRtuU,Abc co domg,Kem tươi ốc quế sữa dừa / vani Mixue,10000,chiếc,Kem tươi thơm ngon ngậy béo ốc quế giòn tan
ChIJTXvpMwBZNDERB5k2udGRtuU,Abc co domg,Trà sữa ba anh em thạch pudding trân châu,30000,ly,Trà sữa đậm vị kèm full topping dồi dào
ChIJTXvpMwBZNDERB5k2udGRtuU,Abc co domg,Dương chi cam lộ xoài bưởi trân châu,35000,ly,"Sinh tố xoài, bưởi hồng cùng thạch dừa thạch đào thơm ngon mát lạnh"
ChIJTXvpMwBZNDERB5k2udGRtuU,Abc co domg,Trà đào tứ kỳ xuân hạt đào miếng,28000,ly,Trà ô long thanh vị kết hợp thạch đào giòn ngọt
ChIJzbcc26JZNDERrF9EkOaoHeE,PHỞ BÒ CƠM RANG VŨ THẢO,Phở chín bò ta,30000,bát,Nước dùng phở bò ninh xương ống ngọt lịm kèm thịt chín thái mỏng
ChIJzbcc26JZNDERrF9EkOaoHeE,PHỞ BÒ CƠM RANG VŨ THẢO,Phở tái chần,35000,bát,Phở bò với thịt bò tươi chần tái mềm ngọt
ChIJzbcc26JZNDERrF9EkOaoHeE,PHỞ BÒ CƠM RANG VŨ THẢO,Phở nạm gầu giòn,35000,bát,Bánh phở mềm cùng nạm bò và gầu bò giòn sần sật
ChIJzbcc26JZNDERrF9EkOaoHeE,PHỞ BÒ CƠM RANG VŨ THẢO,Phở tái lăn đặc biệt,45000,bát,Phở bò xào tái lăn thơm mùi tỏi phi
ChIJzbcc26JZNDERrF9EkOaoHeE,PHỞ BÒ CƠM RANG VŨ THẢO,Trứng gà trần,13000,quả,Trứng trần nước phở béo ngậy
ChIJzbcc26JZNDERrF9EkOaoHeE,PHỞ BÒ CƠM RANG VŨ THẢO,Quẩy giòn,8000,chiếc,Quẩy giòn ăn kèm nước phở
ChIJ6cQHeQBZNDERisbvX75IR4A,Quán bia Trường Mai,Bia hơi Hà Nội mát lạnh,12000,cốc,Bia hơi tươi rói rót trực tiếp từ vòi bom lạnh
ChIJ6cQHeQBZNDERisbvX75IR4A,Quán bia Trường Mai,Đậu phụ lướt ván nóng giòn,27000,đĩa,Đậu hũ non chiên lướt ván ngoài vàng giòn trong mịn mượt như thạch
ChIJ6cQHeQBZNDERisbvX75IR4A,Quán bia Trường Mai,Đĩa lạc rang muối / lạc luộc mộc mạc,12000,đĩa,Đồ nhắm bia truyền thống
ChIJ6cQHeQBZNDERisbvX75IR4A,Quán bia Trường Mai,Nộm tai heo đu đủ xanh chua ngọt,67000,đĩa,Tai heo giòn sần sật trộn đu đủ bào sợi nước nộm chua ngọt sảng khoái
ChIJ6cQHeQBZNDERisbvX75IR4A,Quán bia Trường Mai,Sụn gà chiên mắm rang muối,95000,đĩa,Sụn gà ta giòn sần sật tẩm ướp chiên xóc muối ớt tỏi
ChIJMc2QtoBZNDER7WZO0wbsCfw,Phở Tuấn Thành,Phở chín bò ta,33000,bát,Nước dùng phở bò ninh xương ống ngọt lịm kèm thịt chín thái mỏng
ChIJMc2QtoBZNDER7WZO0wbsCfw,Phở Tuấn Thành,Phở tái chần,30000,bát,Phở bò với thịt bò tươi chần tái mềm ngọt
ChIJMc2QtoBZNDER7WZO0wbsCfw,Phở Tuấn Thành,Phở nạm gầu giòn,38000,bát,Bánh phở mềm cùng nạm bò và gầu bò giòn sần sật
ChIJMc2QtoBZNDER7WZO0wbsCfw,Phở Tuấn Thành,Phở tái lăn đặc biệt,45000,bát,Phở bò xào tái lăn thơm mùi tỏi phi
ChIJMc2QtoBZNDER7WZO0wbsCfw,Phở Tuấn Thành,Trứng gà trần,13000,quả,Trứng trần nước phở béo ngậy
ChIJMc2QtoBZNDER7WZO0wbsCfw,Phở Tuấn Thành,Quẩy giòn,8000,chiếc,Quẩy giòn ăn kèm nước phở
ChIJIaOfAgBbNDERabLmpwFVBIY,Quán cơm sạch cô út miền tây,Cơm rang dưa bò,50000,đĩa,Cơm rang hạt giòn tơi xào cùng cải dưa chua và thịt bò tươi mềm
ChIJIaOfAgBbNDERabLmpwFVBIY,Quán cơm sạch cô út miền tây,Cơm rang thập cẩm giòn,30000,đĩa,Cơm rang lạp xưởng ngô ngọt đậu hà lan rưới trứng vàng
ChIJIaOfAgBbNDERabLmpwFVBIY,Quán cơm sạch cô út miền tây,Cơm thố xá xíu nóng hổi,35000,thố,"Cơm nấu niêu thố đất tạo lớp cháy giòn nhẹ, phủ thịt xá xíu đậm sốt"
ChIJIaOfAgBbNDERabLmpwFVBIY,Quán cơm sạch cô út miền tây,Suất cơm bình dân tự chọn (3 món mặn + rau),27000,suất,Cơm suất bình dân đầy đặn sạch sẽ cho sinh viên và người đi làm
ChIJIaOfAgBbNDERabLmpwFVBIY,Quán cơm sạch cô út miền tây,Cơm tấm sườn bì chả Sài Gòn,38000,đĩa,Cơm tấm ăn kèm sườn nướng mặn ngọt chả trứng bì heo thính và nước mắm chua cay
ChIJA2Fya8lbNDERun8DlrH6940,Hò Zô Ta Mơ Garden,Cá kho tộ miền Tây đậm vị,87000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJA2Fya8lbNDERun8DlrH6940,Hò Zô Ta Mơ Garden,Thịt ba chỉ rang cháy cạnh,75000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJA2Fya8lbNDERun8DlrH6940,Hò Zô Ta Mơ Garden,Sườn non xào chua ngọt,75000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJA2Fya8lbNDERun8DlrH6940,Hò Zô Ta Mơ Garden,Rau muống luộc dầm sấu / xào tỏi,27000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJA2Fya8lbNDERun8DlrH6940,Hò Zô Ta Mơ Garden,Canh riêu cua đồng cà pháo,45000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJA2Fya8lbNDERun8DlrH6940,Hò Zô Ta Mơ Garden,Cơm trắng gạo tám thơm,18000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJ49KSctNbNDERccWPQfRZwvo,Vườn Bia Đồi Xanh,Bia hơi Hà Nội mát lạnh,9000,cốc,Bia hơi tươi rói rót trực tiếp từ vòi bom lạnh
ChIJ49KSctNbNDERccWPQfRZwvo,Vườn Bia Đồi Xanh,Đậu phụ lướt ván nóng giòn,30000,đĩa,Đậu hũ non chiên lướt ván ngoài vàng giòn trong mịn mượt như thạch
ChIJ49KSctNbNDERccWPQfRZwvo,Vườn Bia Đồi Xanh,Đĩa lạc rang muối / lạc luộc mộc mạc,18000,đĩa,Đồ nhắm bia truyền thống
ChIJ49KSctNbNDERccWPQfRZwvo,Vườn Bia Đồi Xanh,Nộm tai heo đu đủ xanh chua ngọt,67000,đĩa,Tai heo giòn sần sật trộn đu đủ bào sợi nước nộm chua ngọt sảng khoái
ChIJ49KSctNbNDERccWPQfRZwvo,Vườn Bia Đồi Xanh,Sụn gà chiên mắm rang muối,97000,đĩa,Sụn gà ta giòn sần sật tẩm ướp chiên xóc muối ớt tỏi
ChIJQT87QQBbNDER7u3S8JXurQI,Thanh Xuân Quán,Cá kho tộ miền Tây đậm vị,90000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJQT87QQBbNDER7u3S8JXurQI,Thanh Xuân Quán,Thịt ba chỉ rang cháy cạnh,73000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJQT87QQBbNDER7u3S8JXurQI,Thanh Xuân Quán,Sườn non xào chua ngọt,80000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJQT87QQBbNDER7u3S8JXurQI,Thanh Xuân Quán,Rau muống luộc dầm sấu / xào tỏi,27000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJQT87QQBbNDER7u3S8JXurQI,Thanh Xuân Quán,Canh riêu cua đồng cà pháo,45000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJQT87QQBbNDER7u3S8JXurQI,Thanh Xuân Quán,Cơm trắng gạo tám thơm,12000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJ8-ETmR-tNTERZW4DhCFbxDY,Phở Gà Tuấn Hưng,Phở chín bò ta,37000,bát,Nước dùng phở bò ninh xương ống ngọt lịm kèm thịt chín thái mỏng
ChIJ8-ETmR-tNTERZW4DhCFbxDY,Phở Gà Tuấn Hưng,Phở tái chần,33000,bát,Phở bò với thịt bò tươi chần tái mềm ngọt
ChIJ8-ETmR-tNTERZW4DhCFbxDY,Phở Gà Tuấn Hưng,Phở nạm gầu giòn,45000,bát,Bánh phở mềm cùng nạm bò và gầu bò giòn sần sật
ChIJ8-ETmR-tNTERZW4DhCFbxDY,Phở Gà Tuấn Hưng,Phở tái lăn đặc biệt,45000,bát,Phở bò xào tái lăn thơm mùi tỏi phi
ChIJ8-ETmR-tNTERZW4DhCFbxDY,Phở Gà Tuấn Hưng,Trứng gà trần,13000,quả,Trứng trần nước phở béo ngậy
ChIJ8-ETmR-tNTERZW4DhCFbxDY,Phở Gà Tuấn Hưng,Quẩy giòn,8000,chiếc,Quẩy giòn ăn kèm nước phở
ChIJK_3bNQBbNDER3OvZfTLBqjc,Cơm Đăng Khôi,Cơm rang dưa bò,45000,đĩa,Cơm rang hạt giòn tơi xào cùng cải dưa chua và thịt bò tươi mềm
ChIJK_3bNQBbNDER3OvZfTLBqjc,Cơm Đăng Khôi,Cơm rang thập cẩm giòn,33000,đĩa,Cơm rang lạp xưởng ngô ngọt đậu hà lan rưới trứng vàng
ChIJK_3bNQBbNDER3OvZfTLBqjc,Cơm Đăng Khôi,Cơm thố xá xíu nóng hổi,40000,thố,"Cơm nấu niêu thố đất tạo lớp cháy giòn nhẹ, phủ thịt xá xíu đậm sốt"
ChIJK_3bNQBbNDER3OvZfTLBqjc,Cơm Đăng Khôi,Suất cơm bình dân tự chọn (3 món mặn + rau),33000,suất,Cơm suất bình dân đầy đặn sạch sẽ cho sinh viên và người đi làm
ChIJK_3bNQBbNDER3OvZfTLBqjc,Cơm Đăng Khôi,Cơm tấm sườn bì chả Sài Gòn,35000,đĩa,Cơm tấm ăn kèm sườn nướng mặn ngọt chả trứng bì heo thính và nước mắm chua cay
ChIJD8z2fQBbNDERZi-cxwZrS7E,Bún Chả Hà Nội Thủy Béo,"Bún đậu mắm tôm đầy đủ (Đậu, thịt chân giò, nem chua rán, chả cốm)",45000,suất,Mẹt bún đậu đầy đủ nguyên liệu tươi ngon kèm rau thơm kinh giới
ChIJD8z2fQBbNDERZi-cxwZrS7E,Bún Chả Hà Nội Thủy Béo,Bún đậu thường (Đậu chiên giòn),25000,suất,Bún đậu chay đơn giản với đậu phụ rán giòn
ChIJD8z2fQBbNDERZi-cxwZrS7E,Bún Chả Hà Nội Thủy Béo,Bún chả Hà Nội truyền thống,45000,suất,Chả miếng và chả viên nướng than hoa thơm phức trong bát nước chấm chua ngọt
ChIJD8z2fQBbNDERZi-cxwZrS7E,Bún Chả Hà Nội Thủy Béo,Nem cua bể chiên giòn,18000,chiếc,Nem cua bể giòn rụm nhiều nhân
ChIJD8z2fQBbNDERZi-cxwZrS7E,Bún Chả Hà Nội Thủy Béo,Nước sấu đá ngầm chua ngọt,12000,cốc,Đồ uống giải nhiệt cực hợp vị bún đậu
ChIJxRxYMABbNDERCTsvuozKfk8,Cơm Nam Hằng,Cơm rang dưa bò,50000,đĩa,Cơm rang hạt giòn tơi xào cùng cải dưa chua và thịt bò tươi mềm
ChIJxRxYMABbNDERCTsvuozKfk8,Cơm Nam Hằng,Cơm rang thập cẩm giòn,33000,đĩa,Cơm rang lạp xưởng ngô ngọt đậu hà lan rưới trứng vàng
ChIJxRxYMABbNDERCTsvuozKfk8,Cơm Nam Hằng,Cơm thố xá xíu nóng hổi,42000,thố,"Cơm nấu niêu thố đất tạo lớp cháy giòn nhẹ, phủ thịt xá xíu đậm sốt"
ChIJxRxYMABbNDERCTsvuozKfk8,Cơm Nam Hằng,Suất cơm bình dân tự chọn (3 món mặn + rau),33000,suất,Cơm suất bình dân đầy đặn sạch sẽ cho sinh viên và người đi làm
ChIJxRxYMABbNDERCTsvuozKfk8,Cơm Nam Hằng,Cơm tấm sườn bì chả Sài Gòn,40000,đĩa,Cơm tấm ăn kèm sườn nướng mặn ngọt chả trứng bì heo thính và nước mắm chua cay
ChIJJft1fABbNDERBnkL1Q68Sts,Vịt Quay Lê Hương,Cá kho tộ miền Tây đậm vị,85000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJJft1fABbNDERBnkL1Q68Sts,Vịt Quay Lê Hương,Thịt ba chỉ rang cháy cạnh,73000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJJft1fABbNDERBnkL1Q68Sts,Vịt Quay Lê Hương,Sườn non xào chua ngọt,85000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJJft1fABbNDERBnkL1Q68Sts,Vịt Quay Lê Hương,Rau muống luộc dầm sấu / xào tỏi,33000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJJft1fABbNDERBnkL1Q68Sts,Vịt Quay Lê Hương,Canh riêu cua đồng cà pháo,50000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJJft1fABbNDERBnkL1Q68Sts,Vịt Quay Lê Hương,Cơm trắng gạo tám thơm,12000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJRTQ4cIdbNDERva6MFUBilaI,Finger Food,Cá kho tộ miền Tây đậm vị,83000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJRTQ4cIdbNDERva6MFUBilaI,Finger Food,Thịt ba chỉ rang cháy cạnh,70000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJRTQ4cIdbNDERva6MFUBilaI,Finger Food,Sườn non xào chua ngọt,80000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJRTQ4cIdbNDERva6MFUBilaI,Finger Food,Rau muống luộc dầm sấu / xào tỏi,30000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJRTQ4cIdbNDERva6MFUBilaI,Finger Food,Canh riêu cua đồng cà pháo,40000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJRTQ4cIdbNDERva6MFUBilaI,Finger Food,Cơm trắng gạo tám thơm,15000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJf3VfmDxbNDERzTXa8C33Uk4,Bún cá cay Hồng Sáu,Bún cá cay Hải Phòng giòn rụm,33000,bát,"Cá chiên giòn, chả cá thu thơm ngon nước dùng dọc mùng chua cay"
ChIJf3VfmDxbNDERzTXa8C33Uk4,Bún cá cay Hồng Sáu,Bún riêu cua bắp bò giò tai,35000,bát,"Bún nước với riêu cua đồng xịn kèm bắp bò tươi, giò tai heo sần sật"
ChIJf3VfmDxbNDERzTXa8C33Uk4,Bún cá cay Hồng Sáu,Bún sườn mọc dọc mùng hành hoa,37000,bát,Bún sườn non mềm nhừ kèm mọc thịt giòn dẻo
ChIJf3VfmDxbNDERzTXa8C33Uk4,Bún cá cay Hồng Sáu,Trà đá mát lạnh,8000,cốc,Trà đá mát uống kèm bún nóng
ChIJD5IMIrNbNDERjEn-PWMJ6f8,Bánh Mì Kebab 3T,Bún cá cay Hải Phòng giòn rụm,37000,bát,"Cá chiên giòn, chả cá thu thơm ngon nước dùng dọc mùng chua cay"
ChIJD5IMIrNbNDERjEn-PWMJ6f8,Bánh Mì Kebab 3T,Bún riêu cua bắp bò giò tai,38000,bát,"Bún nước với riêu cua đồng xịn kèm bắp bò tươi, giò tai heo sần sật"
ChIJD5IMIrNbNDERjEn-PWMJ6f8,Bánh Mì Kebab 3T,Bún sườn mọc dọc mùng hành hoa,35000,bát,Bún sườn non mềm nhừ kèm mọc thịt giòn dẻo
ChIJD5IMIrNbNDERjEn-PWMJ6f8,Bánh Mì Kebab 3T,Trà đá mát lạnh,8000,cốc,Trà đá mát uống kèm bún nóng
ChIJpUHC869bNDER79W1kLBluI4,Bún Đậu Cô Tuyết,"Bún đậu mắm tôm đầy đủ (Đậu, thịt chân giò, nem chua rán, chả cốm)",45000,suất,Mẹt bún đậu đầy đủ nguyên liệu tươi ngon kèm rau thơm kinh giới
ChIJpUHC869bNDER79W1kLBluI4,Bún Đậu Cô Tuyết,Bún đậu thường (Đậu chiên giòn),22000,suất,Bún đậu chay đơn giản với đậu phụ rán giòn
ChIJpUHC869bNDER79W1kLBluI4,Bún Đậu Cô Tuyết,Bún chả Hà Nội truyền thống,38000,suất,Chả miếng và chả viên nướng than hoa thơm phức trong bát nước chấm chua ngọt
ChIJpUHC869bNDER79W1kLBluI4,Bún Đậu Cô Tuyết,Nem cua bể chiên giòn,15000,chiếc,Nem cua bể giòn rụm nhiều nhân
ChIJpUHC869bNDER79W1kLBluI4,Bún Đậu Cô Tuyết,Nước sấu đá ngầm chua ngọt,15000,cốc,Đồ uống giải nhiệt cực hợp vị bún đậu
ChIJVdi8RQBbNDERodP5wk0_JSo,Ahiii Chicken,Gà rán giòn rụm tiêu cay (1 miếng),33000,miếng,Thịt gà tươi tẩm bột chiên vàng giòn da ngoài mọng nước bên trong
